"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Kovin puuska [m/s]"
"Jyväskylä lentoasema","2024","4","17","19:00","-2.7","-2.9","-3.1","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","17","20:00","-3","-3.1","-3.2","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","17","21:00","-2.9","-3","-3.1","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","17","22:00","-2.7","-3","-3.2","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","17","23:00","-3","-3.6","-4.2","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","00:00","-4.2","-4.5","-4.9","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","01:00","-4.3","-5","-5.7","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","02:00","-4.8","-5.3","-5.8","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","03:00","-5.4","-6","-6.7","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","04:00","-5.6","-6.1","-6.7","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","05:00","-4.5","-5","-5.6","73","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","06:00","-3.8","-4.1","-4.5","67","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","07:00","-2.8","-3.5","-4","63","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","08:00","-1.6","-2.2","-2.8","58","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","09:00","-0.8","-1.4","-2.1","53","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","10:00","-0.2","-0.8","-1.4","49","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","11:00","0.7","-0.2","-0.8","47","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","12:00","1.1","0.5","-0.1","45","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","13:00","1.4","0.8","0.4","44","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","14:00","1.5","0.9","0.3","44","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","15:00","1.4","1","0.5","44","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","16:00","1","0.6","0.4","44","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","17:00","0.6","0.1","-0.3","46","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","18:00","-0.3","-1","-1.7","51","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","19:00","-1.6","-2.4","-3.5","57","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","20:00","-2.8","-3.3","-3.7","63","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","21:00","-3","-3.7","-4.4","67","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","22:00","-4.4","-4.9","-5.7","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","18","23:00","-5.4","-5.8","-6.3","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","00:00","-6.1","-6.5","-6.8","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","01:00","-6.4","-6.9","-7.3","81","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","02:00","-6.2","-6.4","-6.7","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","03:00","-6.4","-6.8","-7.4","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","04:00","-6","-6.3","-6.7","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","05:00","-4.7","-5.5","-6","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","06:00","-4.1","-4.6","-5.2","68","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","07:00","-4.1","-4.4","-4.7","65","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","08:00","-4.2","-4.6","-4.7","66","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","09:00","-3.6","-4","-4.6","63","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","10:00","-1.8","-3.1","-3.8","60","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","11:00","-1.9","-2.6","-3.1","57","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","12:00","-2.7","-3.1","-3.4","59","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","13:00","-2.7","-3.1","-3.4","60","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","14:00","-2.3","-2.8","-3.2","60","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","15:00","-2.2","-2.4","-2.6","59","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","16:00","-2.1","-2.2","-2.4","58","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","17:00","-2.3","-2.4","-2.6","59","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","18:00","-2.5","-2.7","-2.8","61","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","19:00","-2.8","-3.2","-3.4","70","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","20:00","-2.9","-3.2","-4","67","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","19","21:00","-4.1","-4.7","-4.9","87","-","-","-","0.3","-","-"
"Jyväskylä lentoasema","2024","4","19","22:00","-4.9","-5","-5.1","89","-","-","-","0.3","-","-"
"Jyväskylä lentoasema","2024","4","19","23:00","-5.1","-5.5","-5.8","88","-","-","-","0.3","-","-"
"Jyväskylä lentoasema","2024","4","20","00:00","-5.7","-5.9","-6.2","88","-","-","-","0.4","-","-"
"Jyväskylä lentoasema","2024","4","20","01:00","-6.1","-6.2","-6.3","87","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","20","02:00","-6.3","-6.7","-7","84","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","03:00","-7","-7.1","-7.2","88","-","-","-","0.2","-","-"
"Jyväskylä lentoasema","2024","4","20","04:00","-7.1","-7.2","-7.2","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","05:00","-7.1","-7.2","-7.3","87","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","20","06:00","-6.8","-7","-7.2","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","07:00","-6.3","-6.6","-6.8","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","08:00","-6.2","-6.5","-6.8","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","09:00","-6.3","-6.4","-6.6","83","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","10:00","-5.7","-6","-6.4","81","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","11:00","-5.7","-5.8","-6.1","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","12:00","-5.7","-5.9","-6.2","80","-","-","-","0.2","-","-"
"Jyväskylä lentoasema","2024","4","20","13:00","-5.3","-5.6","-5.9","81","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","20","14:00","-5.1","-5.3","-5.6","77","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","20","15:00","-5.1","-5.3","-5.4","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","16:00","-5.1","-5.3","-5.4","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","17:00","-5.1","-5.5","-5.7","85","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","20","18:00","-5.7","-5.8","-5.8","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","19:00","-5.8","-6","-6.1","89","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","20","20:00","-6","-6.1","-6.4","91","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","20","21:00","-6.2","-6.4","-6.8","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","22:00","-6.5","-6.8","-7.5","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","20","23:00","-7","-7.8","-8.1","92","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","00:00","-7.4","-7.8","-8.5","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","01:00","-8","-8.2","-8.6","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","02:00","-8.1","-8.8","-9.4","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","03:00","-8.5","-8.9","-9.7","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","04:00","-8.8","-9.1","-9.4","92","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","05:00","-7.7","-8.4","-8.9","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","06:00","-6.2","-6.9","-8.6","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","07:00","-5.3","-5.7","-6.3","81","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","08:00","-4.3","-4.7","-5.3","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","09:00","-4.4","-4.6","-4.7","72","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","10:00","-3.3","-3.8","-4.4","64","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","11:00","-2.9","-3.6","-3.8","66","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","12:00","-3","-3.3","-3.6","65","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","13:00","-2.9","-3","-3.2","63","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","14:00","-2.8","-3","-3.2","67","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","15:00","-2.1","-2.7","-3.2","64","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","16:00","-2.4","-2.8","-3","64","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","17:00","-2.5","-3","-3.7","64","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","18:00","-3.8","-4.6","-5.4","70","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","19:00","-4.3","-5","-6.3","71","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","20:00","-5.7","-6.5","-6.9","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","21:00","-6.5","-7.2","-8.1","83","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","22:00","-7.9","-8.2","-8.6","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","21","23:00","-7.8","-8.6","-9.2","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","00:00","-9.2","-9.8","-10.2","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","01:00","-9.1","-9.7","-10.5","89","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","02:00","-9","-9.8","-10.3","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","03:00","-8.7","-9","-9.3","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","04:00","-7.6","-8.5","-9.1","89","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","05:00","-6.3","-7","-7.7","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","06:00","-4.3","-5.2","-6.3","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","07:00","-2.3","-3.3","-4.2","72","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","08:00","-2","-2.2","-2.4","70","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","09:00","-0.8","-1.7","-2.2","68","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","10:00","-0.7","-0.8","-1","64","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","11:00","-0.4","-0.6","-0.8","64","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","12:00","-0.3","-0.4","-0.5","66","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","13:00","-0.5","-1","-1.6","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","14:00","-1.6","-2.1","-2.5","84","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","15:00","-2.5","-2.6","-2.8","88","-","-","-","0.2","-","-"
"Jyväskylä lentoasema","2024","4","22","16:00","-2.8","-3","-3.2","90","-","-","-","0.2","-","-"
"Jyväskylä lentoasema","2024","4","22","17:00","-3.1","-3.2","-3.3","89","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","18:00","-3.3","-3.3","-3.4","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","19:00","-3.3","-3.4","-3.4","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","20:00","-3.4","-3.4","-3.5","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","21:00","-3.4","-3.5","-3.5","92","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","22","22:00","-3","-3.3","-3.5","91","-","-","-","0.3","-","-"
"Jyväskylä lentoasema","2024","4","22","23:00","-3.3","-3.5","-3.6","92","-","-","-","0.9","-","-"
"Jyväskylä lentoasema","2024","4","23","00:00","-3.6","-3.6","-3.7","92","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","23","01:00","-3.6","-3.7","-3.7","93","-","-","-","0.4","-","-"
"Jyväskylä lentoasema","2024","4","23","02:00","-3.5","-3.6","-3.7","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","03:00","-3.4","-3.5","-3.6","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","04:00","-3.3","-3.4","-3.5","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","05:00","-2.8","-3.1","-3.3","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","06:00","-2.5","-2.8","-2.9","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","07:00","-2","-2.3","-2.5","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","08:00","-1.2","-1.6","-2","96","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","23","09:00","-0.9","-1.2","-1.3","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","10:00","-0.9","-1","-1.1","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","11:00","-0.3","-0.7","-0.9","96","-","-","-","0.6","-","-"
"Jyväskylä lentoasema","2024","4","23","12:00","0.3","0","-0.4","94","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","23","13:00","0.8","0.3","0","95","-","-","-","0.4","-","-"
"Jyväskylä lentoasema","2024","4","23","14:00","0.7","0.1","-0.2","95","-","-","-","0.4","-","-"
"Jyväskylä lentoasema","2024","4","23","15:00","0.4","0.1","-0.1","95","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","23","16:00","0.1","-0.2","-0.3","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","17:00","-0.3","-0.5","-0.8","96","-","-","-","0.7","-","-"
"Jyväskylä lentoasema","2024","4","23","18:00","-0.8","-0.8","-0.9","97","-","-","-","0.2","-","-"
"Jyväskylä lentoasema","2024","4","23","19:00","-0.8","-0.9","-1","97","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","23","20:00","-1","-1","-1.2","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","21:00","-1.1","-1.2","-1.2","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","22:00","-1.2","-1.2","-1.3","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","23","23:00","-1.3","-1.4","-1.5","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","00:00","-1.5","-1.6","-1.8","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","01:00","-1.8","-1.9","-2","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","02:00","-2","-2.2","-2.3","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","03:00","-2.3","-2.4","-2.5","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","04:00","-2.4","-2.5","-2.6","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","05:00","-2.1","-2.3","-2.4","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","06:00","-1.7","-1.9","-2.2","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","07:00","-1.6","-1.8","-1.9","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","08:00","-0.4","-1.1","-1.6","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","09:00","0.1","-0.3","-0.6","85","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","10:00","-0.2","-0.3","-0.4","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","11:00","0.6","0","-0.4","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","12:00","1.8","1.2","0.4","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","13:00","2.3","2.1","1.7","87","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","14:00","2.9","2.5","2.2","85","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","15:00","3.2","3","2.8","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","16:00","3.3","3.2","3.1","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","17:00","3.2","2.8","2.4","75","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","18:00","2.5","2.2","1.8","80","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","19:00","1.9","0.2","-0.9","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","20:00","-1","-1.4","-1.8","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","21:00","-1.6","-2","-2.6","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","22:00","-2.5","-2.9","-3.4","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","24","23:00","-2.7","-3.7","-4.5","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","00:00","-4.3","-4.8","-5.1","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","01:00","-4.8","-5.4","-5.6","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","02:00","-5.3","-5.4","-5.8","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","03:00","-3.6","-4.7","-6.4","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","04:00","-2.4","-3.6","-5.2","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","05:00","-0.8","-1.7","-2.4","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","06:00","0.7","0.3","-0.6","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","07:00","1.7","1.2","0.7","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","08:00","2.7","2.2","1.7","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","09:00","3.4","3.1","2.6","67","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","10:00","3.7","3.3","3.1","65","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","11:00","3.9","3.7","3.5","62","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","12:00","3.8","2.9","2.2","71","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","13:00","2.7","2.3","2","78","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","14:00","2.5","2.2","1.9","79","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","15:00","3.2","2.9","2.5","73","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","16:00","2.9","2.4","1.4","77","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","17:00","1.5","0.9","0.6","94","-","-","-","0.6","-","-"
"Jyväskylä lentoasema","2024","4","25","18:00","0.8","0.7","0.6","96","-","-","-","0.3","-","-"
"Jyväskylä lentoasema","2024","4","25","19:00","0.7","0.6","0.5","96","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","25","20:00","0.7","0.7","0.6","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","21:00","0.9","0.8","0.7","95","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","25","22:00","0.9","0.8","0.7","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","25","23:00","0.9","0.8","0.7","95","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","00:00","0.7","0.7","0.6","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","01:00","0.7","0.6","0.4","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","02:00","0.4","0.3","0.2","98","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","26","03:00","0.2","0.2","0.1","99","-","-","-","0.2","-","-"
"Jyväskylä lentoasema","2024","4","26","04:00","0.3","0.2","0.1","99","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","26","05:00","0.4","0.3","0.2","99","-","-","-","0.2","-","-"
"Jyväskylä lentoasema","2024","4","26","06:00","1.2","0.8","0.4","99","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","26","07:00","1.5","1.4","1.2","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","08:00","1.8","1.6","1.4","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","09:00","2.3","1.9","1.7","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","10:00","2.8","2.5","2.3","91","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","11:00","3.2","2.5","2.2","93","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","12:00","3.4","3","2.8","89","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","13:00","4","3.6","3.2","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","14:00","4","3.6","3.3","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","15:00","3.8","3.6","3.5","86","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","16:00","4.1","3.8","3.5","85","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","17:00","3.8","3.3","3.2","88","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","18:00","3.3","2.9","2.5","89","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","19:00","2.6","2","1.5","94","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","26","20:00","1.6","1.4","1.3","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","21:00","1.9","1.4","1.2","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","22:00","2","1.7","1.4","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","26","23:00","1.9","1.5","1.3","97","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","00:00","1.4","1.1","0.8","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","01:00","0.9","0.7","0.5","99","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","02:00","0.6","0.4","0.2","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","03:00","0.9","0.3","0.2","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","04:00","1.4","1.1","0.8","94","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","05:00","2.1","1.8","1.3","92","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","06:00","2.7","2.4","2.1","90","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","07:00","3.5","3.1","2.6","84","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","08:00","4.6","3.7","3.3","76","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","09:00","4.6","4.3","3.9","72","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","10:00","5","4.4","4","74","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","11:00","6.7","5.4","4.3","71","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","12:00","6","5.4","4.8","71","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","13:00","7.1","6.3","5.7","64","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","14:00","7.1","6.7","6.1","61","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","15:00","7.9","7.3","6.7","58","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","16:00","7.5","7.1","6.8","59","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","17:00","7.2","6.9","6.6","60","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","18:00","6.8","6","5.4","65","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","19:00","5.4","4.7","4.2","69","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","27","20:00","4.8","4.1","3.4","74","-","-","-","0.2","-","-"
"Jyväskylä lentoasema","2024","4","27","21:00","3.7","2.8","2.4","95","-","-","-","0.8","-","-"
"Jyväskylä lentoasema","2024","4","27","22:00","2.8","2.5","2.3","97","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","27","23:00","3.1","2.8","2.4","98","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","28","00:00","3.1","2.6","2.4","99","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","28","01:00","2.6","2.2","1.8","99","-","-","-","0.1","-","-"
"Jyväskylä lentoasema","2024","4","28","02:00","2","1.5","0.5","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","28","03:00","0.5","0.2","-0.1","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","28","04:00","1.1","0.2","-0.2","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","28","05:00","3.9","2","1.1","100","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","28","06:00","5.3","4.5","3.5","96","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","28","07:00","6.7","6","4.9","89","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","28","08:00","6.9","6.4","6","85","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","28","09:00","7.1","6.8","6.6","82","-","-","-","0","-","-"
"Jyväskylä lentoasema","2024","4","28","10:00","7.5","6.8","6.4","78","-","-","-","0","-","-"
