"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]","Alin lämpötila [°C]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Kovin puuska [m/s]"
"Jyväskylä lentoasema AWOS","2024","4","17","07:00","-1.7","-2","-2.3","82","5.3","51","4.6","-","1005","7.6"
"Jyväskylä lentoasema AWOS","2024","4","17","08:00","-1.4","-2","-2.4","74","5.7","51","4.7","-","1005.6","8"
"Jyväskylä lentoasema AWOS","2024","4","17","09:00","-0.8","-1.6","-2.4","66","6.2","56","5.3","-","1006","9"
"Jyväskylä lentoasema AWOS","2024","4","17","10:00","-1","-1.5","-1.9","67","5.2","27","4.6","-","1006.4","7.2"
"Jyväskylä lentoasema AWOS","2024","4","17","11:00","-0.3","-1.4","-1.8","65","5.7","37","4.7","-","1007.1","8.2"
"Jyväskylä lentoasema AWOS","2024","4","17","12:00","-0.8","-1.3","-1.6","68","5.3","45","4.9","-","1007.6","7.7"
"Jyväskylä lentoasema AWOS","2024","4","17","13:00","-0.6","-1.4","-1.8","74","5.5","47","4.8","-","1008.1","7.6"
"Jyväskylä lentoasema AWOS","2024","4","17","14:00","-1.4","-1.6","-1.9","74","4.8","47","4.4","-","1008.7","6.6"
"Jyväskylä lentoasema AWOS","2024","4","17","15:00","-1.5","-1.7","-1.9","75","4.2","63","3.6","-","1009.2","6"
"Jyväskylä lentoasema AWOS","2024","4","17","16:00","-1.8","-2","-2.2","84","3.9","49","2.9","-","1009.6","4.8"
"Jyväskylä lentoasema AWOS","2024","4","17","17:00","-1.9","-2","-2.1","84","2.8","38","2.4","-","1009.9","3.8"
"Jyväskylä lentoasema AWOS","2024","4","17","18:00","-2","-2.2","-2.3","85","2","57","1.2","-","1010.5","2.6"
"Jyväskylä lentoasema AWOS","2024","4","17","19:00","-2.1","-2.4","-2.8","86","1","319","0.7","-","1010.9","1.1"
"Jyväskylä lentoasema AWOS","2024","4","17","20:00","-2.6","-2.8","-2.9","91","0.9","240","0.6","-","1011.3","1"
"Jyväskylä lentoasema AWOS","2024","4","17","21:00","-2.6","-2.7","-2.8","90","1.2","205","0.8","-","1011.7","1.6"
"Jyväskylä lentoasema AWOS","2024","4","17","22:00","-2.5","-2.6","-2.7","90","1.3","320","0.7","-","1012.3","2.5"
"Jyväskylä lentoasema AWOS","2024","4","17","23:00","-2.5","-3.1","-4.1","94","0.7","23","0.4","-","1012.7","0.9"
"Jyväskylä lentoasema AWOS","2024","4","18","00:00","-3.9","-4.1","-4.3","97","0.9","22","0.5","-","1013.2","1.2"
"Jyväskylä lentoasema AWOS","2024","4","18","01:00","-3.7","-4","-4.3","80","1.1","41","0.6","-","1013.8","1.6"
"Jyväskylä lentoasema AWOS","2024","4","18","02:00","-4.2","-4.8","-5.2","78","1.8","61","1.3","-","1014.4","2.9"
"Jyväskylä lentoasema AWOS","2024","4","18","03:00","-5.1","-5.3","-5.4","75","2.3","62","1.9","-","1014.8","3"
"Jyväskylä lentoasema AWOS","2024","4","18","04:00","-5.3","-5.5","-5.6","75","2.1","50","1.8","-","1015.2","2.9"
"Jyväskylä lentoasema AWOS","2024","4","18","05:00","-4.4","-4.9","-5.4","71","2.6","69","2","-","1015.6","3.6"
"Jyväskylä lentoasema AWOS","2024","4","18","06:00","-3.8","-4.2","-4.5","65","2.8","66","2.3","-","1015.7","4"
"Jyväskylä lentoasema AWOS","2024","4","18","07:00","-2.5","-3.4","-4","61","3.3","35","2.7","-","1015.8","5.1"
"Jyväskylä lentoasema AWOS","2024","4","18","08:00","-1.3","-2.2","-3.1","56","4.6","28","3.8","-","1015.9","6.7"
"Jyväskylä lentoasema AWOS","2024","4","18","09:00","-0.9","-1.6","-2.2","51","5","39","4.1","-","1016.1","7.1"
"Jyväskylä lentoasema AWOS","2024","4","18","10:00","0","-0.8","-1.6","49","4.7","35","3.7","-","1016","7.4"
"Jyväskylä lentoasema AWOS","2024","4","18","11:00","0.7","0","-1","46","3.9","34","3.4","-","1016","6.5"
"Jyväskylä lentoasema AWOS","2024","4","18","12:00","1.3","0.5","-0.3","45","3.9","60","3.4","-","1016","6.6"
"Jyväskylä lentoasema AWOS","2024","4","18","13:00","1.7","0.8","0.1","44","4","64","3.3","-","1015.8","6.4"
"Jyväskylä lentoasema AWOS","2024","4","18","14:00","1.8","1","0.4","43","4.2","64","3.5","-","1015.7","6.8"
"Jyväskylä lentoasema AWOS","2024","4","18","15:00","1.8","1","0.6","43","4.5","78","3.6","-","1015.8","7.2"
"Jyväskylä lentoasema AWOS","2024","4","18","16:00","1.1","0.8","0.5","43","4.3","85","3.5","-","1015.9","5.8"
"Jyväskylä lentoasema AWOS","2024","4","18","17:00","0.7","0.4","0.1","45","3.8","74","3.3","-","1015.9","5.8"
"Jyväskylä lentoasema AWOS","2024","4","18","18:00","0.1","-0.5","-1.3","49","3.1","68","2.7","-","1016.3","4.4"
"Jyväskylä lentoasema AWOS","2024","4","18","19:00","-1.2","-1.6","-2","54","2.5","80","2.2","-","1016.6","3.4"
"Jyväskylä lentoasema AWOS","2024","4","18","20:00","-1.9","-2.3","-3.4","57","3.5","95","2.2","-","1016.9","4.7"
"Jyväskylä lentoasema AWOS","2024","4","18","21:00","-3.2","-3.8","-4.3","68","3.3","109","1.9","-","1017","3.2"
"Jyväskylä lentoasema AWOS","2024","4","18","22:00","-4.2","-4.6","-5.1","73","1.4","126","0.6","-","1017.1","1.6"
"Jyväskylä lentoasema AWOS","2024","4","18","23:00","-4.8","-5.3","-6","76","0.9","21","0.8","-","1016.9","1.2"
"Jyväskylä lentoasema AWOS","2024","4","19","00:00","-5","-5.6","-6.5","76","1.8","5","1.3","-","1016.4","2"
"Jyväskylä lentoasema AWOS","2024","4","19","01:00","-5.2","-5.5","-5.7","72","2","25","1.9","-","1016.1","2.5"
"Jyväskylä lentoasema AWOS","2024","4","19","02:00","-5.6","-5.9","-6.1","74","2.2","41","2","-","1015.9","3.2"
"Jyväskylä lentoasema AWOS","2024","4","19","03:00","-6","-6.1","-6.2","75","2","27","1.8","-","1015.7","2.8"
"Jyväskylä lentoasema AWOS","2024","4","19","04:00","-5.8","-5.9","-6.2","76","3.1","30","2.5","-","1015.3","4.5"
"Jyväskylä lentoasema AWOS","2024","4","19","05:00","-4.7","-5.3","-5.8","73","4.9","61","4","-","1015.1","6.8"
"Jyväskylä lentoasema AWOS","2024","4","19","06:00","-4.4","-4.7","-5","66","5.5","69","4.9","-","1014.7","7.4"
"Jyväskylä lentoasema AWOS","2024","4","19","07:00","-4","-4.3","-4.6","64","5.7","60","5.2","-","1014.2","7.7"
"Jyväskylä lentoasema AWOS","2024","4","19","08:00","-4","-4.4","-4.7","64","5.6","50","5.2","-","1013.7","8.3"
"Jyväskylä lentoasema AWOS","2024","4","19","09:00","-3.4","-4.1","-4.7","62","6","46","5.1","-","1012.9","8.3"
"Jyväskylä lentoasema AWOS","2024","4","19","10:00","-2.3","-3","-4","58","6.2","46","5.7","-","1012.3","8.8"
"Jyväskylä lentoasema AWOS","2024","4","19","11:00","-1.6","-2.6","-3.1","56","7.2","53","6.2","-","1011.4","10"
"Jyväskylä lentoasema AWOS","2024","4","19","12:00","-2.5","-3.1","-3.6","58","7.1","56","6.2","-","1010.9","10.1"
"Jyväskylä lentoasema AWOS","2024","4","19","13:00","-2.8","-3.1","-3.3","59","6.8","32","6.2","-","1010.3","9.9"
"Jyväskylä lentoasema AWOS","2024","4","19","14:00","-2","-2.6","-3.2","58","6.7","42","5.4","-","1009.9","9.3"
"Jyväskylä lentoasema AWOS","2024","4","19","15:00","-2","-2.2","-2.4","57","5.7","32","5.4","-","1009.3","9.1"
"Jyväskylä lentoasema AWOS","2024","4","19","16:00","-1.9","-2.1","-2.2","57","6.6","38","5.7","-","1008.4","10.4"
"Jyväskylä lentoasema AWOS","2024","4","19","17:00","-2","-2.2","-2.3","57","6.8","37","5.8","-","1007.7","10.9"
"Jyväskylä lentoasema AWOS","2024","4","19","18:00","-2.3","-2.4","-2.5","59","6.8","31","5.8","-","1007","9.6"
"Jyväskylä lentoasema AWOS","2024","4","19","19:00","-2.6","-2.9","-3.2","68","6.8","35","4.9","-","1006.5","10"
"Jyväskylä lentoasema AWOS","2024","4","19","20:00","-2.7","-3","-3.9","65","6.7","36","5.6","-","1005.9","9.9"
"Jyväskylä lentoasema AWOS","2024","4","19","21:00","-3.9","-4.5","-4.8","86","6.5","32","5.1","-","1005.7","9.1"
"Jyväskylä lentoasema AWOS","2024","4","19","22:00","-4.8","-4.8","-4.9","87","5.7","17","5","-","1005.2","8.5"
"Jyväskylä lentoasema AWOS","2024","4","19","23:00","-4.9","-5.3","-5.6","86","6.7","16","5.2","-","1004.7","9.6"
"Jyväskylä lentoasema AWOS","2024","4","20","00:00","-5.6","-5.8","-6","86","5.6","9","4.3","-","1004.5","9.5"
"Jyväskylä lentoasema AWOS","2024","4","20","01:00","-6","-6.1","-6.2","85","6.1","6","5","-","1004.4","9.7"
"Jyväskylä lentoasema AWOS","2024","4","20","02:00","-6.2","-6.5","-6.8","82","5.9","4","5.3","-","1004.3","10.2"
"Jyväskylä lentoasema AWOS","2024","4","20","03:00","-6.8","-6.9","-7","86","6.2","354","4.7","-","1004.1","8"
"Jyväskylä lentoasema AWOS","2024","4","20","04:00","-6.9","-7","-7","85","5.4","356","4.9","-","1004.1","8.3"
"Jyväskylä lentoasema AWOS","2024","4","20","05:00","-6.9","-7","-7.1","84","5.3","1","5.1","-","1004.3","7.8"
"Jyväskylä lentoasema AWOS","2024","4","20","06:00","-6.5","-6.8","-7","80","5.2","3","4.9","-","1004.6","7.5"
"Jyväskylä lentoasema AWOS","2024","4","20","07:00","-6.1","-6.4","-6.7","74","5.8","20","4.7","-","1005.2","8.8"
"Jyväskylä lentoasema AWOS","2024","4","20","08:00","-6.1","-6.3","-6.5","77","5.5","1","4.4","-","1005.9","8.3"
"Jyväskylä lentoasema AWOS","2024","4","20","09:00","-6","-6.1","-6.3","80","5.3","2","4.6","-","1006.9","7.5"
"Jyväskylä lentoasema AWOS","2024","4","20","10:00","-5.4","-5.8","-6.2","78","5.3","360","4.3","-","1007.9","7.1"
"Jyväskylä lentoasema AWOS","2024","4","20","11:00","-5.3","-5.6","-6.1","77","4.9","1","4.4","-","1009","6.6"
"Jyväskylä lentoasema AWOS","2024","4","20","12:00","-5.3","-5.7","-6","78","4.2","29","3.3","-","1010.3","5.3"
"Jyväskylä lentoasema AWOS","2024","4","20","13:00","-5","-5.4","-5.9","79","3.1","20","2.5","-","1011.5","4.8"
"Jyväskylä lentoasema AWOS","2024","4","20","14:00","-5","-5.2","-5.5","76","3.4","29","2.6","-","1012.6","5.1"
"Jyväskylä lentoasema AWOS","2024","4","20","15:00","-4.8","-5","-5.2","77","3.7","14","3.1","-","1013.7","5.4"
"Jyväskylä lentoasema AWOS","2024","4","20","16:00","-4.8","-5","-5.2","78","3.5","8","2.7","-","1014.7","5"
"Jyväskylä lentoasema AWOS","2024","4","20","17:00","-5","-5.2","-5.4","79","2.9","6","2.4","-","1015.7","4"
"Jyväskylä lentoasema AWOS","2024","4","20","18:00","-5.4","-5.5","-5.6","85","2.5","354","2.2","-","1016.8","3.8"
"Jyväskylä lentoasema AWOS","2024","4","20","19:00","-5.6","-5.7","-5.9","87","2.5","352","1.8","-","1017.8","3.1"
"Jyväskylä lentoasema AWOS","2024","4","20","20:00","-5.8","-5.9","-6","88","1.8","357","1.4","-","1018.7","3.3"
"Jyväskylä lentoasema AWOS","2024","4","20","21:00","-5.9","-6","-6.1","88","2.5","355","2.1","-","1019.7","3.4"
"Jyväskylä lentoasema AWOS","2024","4","20","22:00","-6","-6.3","-6.5","88","1.7","350","1.6","-","1020.8","2.3"
"Jyväskylä lentoasema AWOS","2024","4","20","23:00","-6.5","-6.9","-7.8","90","2.4","354","1.9","-","1021.9","3.3"
"Jyväskylä lentoasema AWOS","2024","4","21","00:00","-7.8","-8.2","-10.1","93","2.4","340","1.9","-","1022.9","2.7"
"Jyväskylä lentoasema AWOS","2024","4","21","01:00","-8.4","-9.4","-10.6","93","2.4","329","1.4","-","1023.7","2.5"
"Jyväskylä lentoasema AWOS","2024","4","21","02:00","-8.9","-9.9","-10.9","92","1.9","319","1.5","-","1024.5","2.2"
"Jyväskylä lentoasema AWOS","2024","4","21","03:00","-9.8","-10.4","-11.1","92","1.6","344","1.4","-","1025.3","2.1"
"Jyväskylä lentoasema AWOS","2024","4","21","04:00","-9.2","-9.9","-11.2","92","1.7","330","1.2","-","1026.1","2.1"
"Jyväskylä lentoasema AWOS","2024","4","21","05:00","-8","-8.9","-9.6","91","2.5","10","1.8","-","1027.1","3.3"
"Jyväskylä lentoasema AWOS","2024","4","21","06:00","-5.9","-6.6","-8.2","88","3.2","6","2.8","-","1027.8","4.2"
"Jyväskylä lentoasema AWOS","2024","4","21","07:00","-5.1","-5.5","-6.1","78","3.4","359","3","-","1028.6","5"
"Jyväskylä lentoasema AWOS","2024","4","21","08:00","-3.8","-4.4","-5.1","69","4","360","3.5","-","1029.4","5.7"
"Jyväskylä lentoasema AWOS","2024","4","21","09:00","-4.1","-4.2","-4.4","67","4.5","360","4.1","-","1030.3","6.7"
"Jyväskylä lentoasema AWOS","2024","4","21","10:00","-2.8","-3.6","-4.3","62","4.2","27","3.3","-","1031","5.7"
"Jyväskylä lentoasema AWOS","2024","4","21","11:00","-2.4","-3.3","-3.6","63","3.8","41","2.9","-","1031.3","5.7"
"Jyväskylä lentoasema AWOS","2024","4","21","12:00","-2.8","-3","-3.3","62","4.2","45","3","-","1031.6","6.3"
"Jyväskylä lentoasema AWOS","2024","4","21","13:00","-2.5","-2.8","-3.1","60","4.1","40","3.4","-","1031.6","6.6"
"Jyväskylä lentoasema AWOS","2024","4","21","14:00","-2.4","-2.8","-3","66","4.3","52","3.5","-","1032.1","6.1"
"Jyväskylä lentoasema AWOS","2024","4","21","15:00","-1.8","-2.4","-2.9","60","4.4","32","3.3","-","1032.1","6.1"
"Jyväskylä lentoasema AWOS","2024","4","21","16:00","-1.8","-2.4","-2.7","61","4.2","33","3.6","-","1032.2","5.7"
"Jyväskylä lentoasema AWOS","2024","4","21","17:00","-2.2","-2.7","-3","62","4.4","30","3.3","-","1032.5","7"
"Jyväskylä lentoasema AWOS","2024","4","21","18:00","-3","-3.3","-3.7","64","1.8","20","1.5","-","1032.8","2.6"
"Jyväskylä lentoasema AWOS","2024","4","21","19:00","-3.7","-4.2","-4.7","68","2.8","29","2.3","-","1033.1","4.2"
"Jyväskylä lentoasema AWOS","2024","4","21","20:00","-4.6","-5","-5.2","71","2.2","5","2.1","-","1033.2","2.9"
"Jyväskylä lentoasema AWOS","2024","4","21","21:00","-5.1","-7.1","-8.8","79","2.2","355","1.9","-","1033.4","2.5"
"Jyväskylä lentoasema AWOS","2024","4","21","22:00","-6.2","-7.4","-8.9","80","2.7","356","2.4","-","1033.1","3.4"
"Jyväskylä lentoasema AWOS","2024","4","21","23:00","-7","-7.5","-8.7","80","3.2","357","3","-","1032.9","4.2"
"Jyväskylä lentoasema AWOS","2024","4","22","00:00","-7.1","-7.6","-8","80","3.2","359","2.8","-","1032","4"
"Jyväskylä lentoasema AWOS","2024","4","22","01:00","-7.8","-8.1","-8.5","83","3.4","356","2.9","-","1031.4","4.3"
"Jyväskylä lentoasema AWOS","2024","4","22","02:00","-8.2","-8.5","-8.7","86","4","353","3.7","-","1030.7","5.1"
"Jyväskylä lentoasema AWOS","2024","4","22","03:00","-8.5","-8.7","-8.8","87","4.4","354","4.1","-","1029.7","6.2"
"Jyväskylä lentoasema AWOS","2024","4","22","04:00","-7.4","-8.1","-8.7","87","4.7","359","4.2","-","1029","6.3"
"Jyväskylä lentoasema AWOS","2024","4","22","05:00","-5.6","-6.3","-7.3","83","4.8","3","4.4","-","1028.1","6.8"
"Jyväskylä lentoasema AWOS","2024","4","22","06:00","-4","-4.9","-5.6","77","5.8","13","5","-","1027.3","8.2"
"Jyväskylä lentoasema AWOS","2024","4","22","07:00","-2.1","-3.1","-4","70","6.6","26","5.9","-","1026.3","9.1"
"Jyväskylä lentoasema AWOS","2024","4","22","08:00","-1.3","-1.7","-2.3","65","7.5","3","6.7","-","1025.1","10.5"
"Jyväskylä lentoasema AWOS","2024","4","22","09:00","-0.7","-1.1","-1.5","63","8","2","6.9","-","1023.9","11.3"
"Jyväskylä lentoasema AWOS","2024","4","22","10:00","-0.4","-0.6","-0.8","60","8","4","6.9","-","1023","12.4"
"Jyväskylä lentoasema AWOS","2024","4","22","11:00","0.2","-0.3","-0.5","58","7.8","5","6.9","-","1021.7","11.6"
"Jyväskylä lentoasema AWOS","2024","4","22","12:00","0","-0.1","-0.3","62","9.2","10","8.2","-","1020.6","14"
"Jyväskylä lentoasema AWOS","2024","4","22","13:00","-0.2","-0.8","-1.5","71","9.2","10","7.7","-","1020","13.8"
"Jyväskylä lentoasema AWOS","2024","4","22","14:00","-1.5","-1.9","-2.2","83","7.7","6","6.5","-","1019.6","11.4"
"Jyväskylä lentoasema AWOS","2024","4","22","15:00","-1.6","-2.4","-2.6","86","6.2","1","5.7","-","1019","9.5"
"Jyväskylä lentoasema AWOS","2024","4","22","16:00","-2.5","-2.7","-2.9","88","7.2","2","6.4","-","1017.8","9.8"
"Jyväskylä lentoasema AWOS","2024","4","22","17:00","-2.7","-2.9","-3","87","6.9","3","6.5","-","1016.8","10"
"Jyväskylä lentoasema AWOS","2024","4","22","18:00","-2.9","-3","-3.1","86","6.6","3","6.1","-","1016","9.4"
"Jyväskylä lentoasema AWOS","2024","4","22","19:00","-3.1","-3.2","-3.2","86","6.8","360","6.2","-","1014.9","10.3"
"Jyväskylä lentoasema AWOS","2024","4","22","20:00","-3.2","-3.2","-3.3","88","7","360","6.1","-","1013.8","9.8"
"Jyväskylä lentoasema AWOS","2024","4","22","21:00","-3.2","-3.3","-3.3","90","6.1","360","5.5","-","1012.9","8.5"
"Jyväskylä lentoasema AWOS","2024","4","22","22:00","-3","-3.2","-3.3","89","6.7","354","6.1","-","1011.7","9.2"
"Jyväskylä lentoasema AWOS","2024","4","22","23:00","-3.1","-3.3","-3.4","91","5.9","354","5.4","-","1010.6","7.8"
"Jyväskylä lentoasema AWOS","2024","4","23","00:00","-3.4","-3.4","-3.5","91","6","351","5.5","-","1009.4","9.4"
"Jyväskylä lentoasema AWOS","2024","4","23","01:00","-3.4","-3.5","-3.5","91","6.1","348","4.9","-","1007.9","9.5"
"Jyväskylä lentoasema AWOS","2024","4","23","02:00","-3.3","-3.4","-3.5","92","5.3","353","5","-","1007.1","7.7"
"Jyväskylä lentoasema AWOS","2024","4","23","03:00","-3.2","-3.3","-3.4","94","5.2","352","4.8","-","1006.1","7.7"
"Jyväskylä lentoasema AWOS","2024","4","23","04:00","-3.1","-3.3","-3.3","95","4.6","339","4.1","-","1005.4","8.1"
"Jyväskylä lentoasema AWOS","2024","4","23","05:00","-2.7","-3","-3.2","95","4.5","332","4","-","1004.6","6.8"
"Jyväskylä lentoasema AWOS","2024","4","23","06:00","-2.4","-2.7","-2.8","95","4.6","336","4.1","-","1004","6.1"
"Jyväskylä lentoasema AWOS","2024","4","23","07:00","-1.9","-2.2","-2.4","95","4.1","334","3.8","-","1003.8","5.6"
"Jyväskylä lentoasema AWOS","2024","4","23","08:00","-1.2","-1.6","-2","95","4.1","333","3.8","-","1003.7","6.2"
"Jyväskylä lentoasema AWOS","2024","4","23","09:00","-0.8","-1.1","-1.3","94","4.1","332","3.3","-","1003.7","5.5"
"Jyväskylä lentoasema AWOS","2024","4","23","10:00","-0.8","-0.9","-1","94","2.7","301","2.1","-","1004.1","3.5"
"Jyväskylä lentoasema AWOS","2024","4","23","11:00","-0.5","-0.7","-0.9","95","1.6","286","1.3","-","1004.7","2.1"
"Jyväskylä lentoasema AWOS","2024","4","23","12:00","0.2","-0.2","-0.5","93","1.8","184","1.2","-","1005.2","2.7"
"Jyväskylä lentoasema AWOS","2024","4","23","13:00","0.4","0.1","-0.1","94","3.3","165","2.8","-","1005.6","5.1"
"Jyväskylä lentoasema AWOS","2024","4","23","14:00","0.3","-0.1","-0.2","95","3.8","168","3.5","-","1006.3","5.8"
"Jyväskylä lentoasema AWOS","2024","4","23","15:00","0.3","0.1","-0.1","93","4.6","174","3.9","-","1007","6.8"
"Jyväskylä lentoasema AWOS","2024","4","23","16:00","0.2","-0.1","-0.3","91","3.8","190","3.1","-","1007.6","5.6"
"Jyväskylä lentoasema AWOS","2024","4","23","17:00","-0.3","-0.5","-0.8","95","3.7","176","3.1","-","1008.2","5.7"
"Jyväskylä lentoasema AWOS","2024","4","23","18:00","-0.7","-0.7","-0.8","95","3.6","164","2.9","-","1008.7","4.7"
"Jyväskylä lentoasema AWOS","2024","4","23","19:00","-0.7","-0.8","-0.8","95","3.5","166","3.1","-","1009.2","5"
"Jyväskylä lentoasema AWOS","2024","4","23","20:00","-0.8","-0.9","-1","94","3.3","167","3","-","1009.6","4.6"
"Jyväskylä lentoasema AWOS","2024","4","23","21:00","-1","-1","-1.1","94","3.2","170","2.8","-","1010.1","4.7"
"Jyväskylä lentoasema AWOS","2024","4","23","22:00","-1","-1","-1.1","94","3.2","180","3","-","1010.7","4.7"
"Jyväskylä lentoasema AWOS","2024","4","23","23:00","-1.1","-1.2","-1.3","93","3.3","189","2.9","-","1011","5.4"
"Jyväskylä lentoasema AWOS","2024","4","24","00:00","-1.3","-1.4","-1.6","91","3.6","192","3.3","-","1011.6","5.4"
"Jyväskylä lentoasema AWOS","2024","4","24","01:00","-1.5","-1.7","-1.8","92","3.6","184","2.8","-","1012","5.9"
"Jyväskylä lentoasema AWOS","2024","4","24","02:00","-1.8","-1.9","-2","91","3.4","189","2.8","-","1012.3","5.1"
"Jyväskylä lentoasema AWOS","2024","4","24","03:00","-2","-2.2","-2.3","90","3.9","195","2.9","-","1012.4","5.4"
"Jyväskylä lentoasema AWOS","2024","4","24","04:00","-2.3","-2.3","-2.3","90","3","188","2.6","-","1012.7","4.4"
"Jyväskylä lentoasema AWOS","2024","4","24","05:00","-2.1","-2.2","-2.3","90","2.8","177","2.6","-","1013","4"
"Jyväskylä lentoasema AWOS","2024","4","24","06:00","-1.7","-1.9","-2.1","88","3.3","180","2.8","-","1013.2","5.2"
"Jyväskylä lentoasema AWOS","2024","4","24","07:00","-1.6","-1.8","-1.9","89","3.4","184","2.7","-","1013.5","4.6"
"Jyväskylä lentoasema AWOS","2024","4","24","08:00","-0.8","-1.2","-1.7","87","4","187","3.1","-","1013.7","5.8"
"Jyväskylä lentoasema AWOS","2024","4","24","09:00","-0.2","-0.5","-0.7","83","3.9","193","3.2","-","1013.9","5.2"
"Jyväskylä lentoasema AWOS","2024","4","24","10:00","-0.2","-0.3","-0.4","86","3.6","172","3.1","-","1014.1","5.1"
"Jyväskylä lentoasema AWOS","2024","4","24","11:00","0.3","-0.1","-0.3","89","3.2","170","2.8","-","1014.3","4.4"
"Jyväskylä lentoasema AWOS","2024","4","24","12:00","1.7","1.1","0.3","86","3.2","169","2.4","-","1014.2","5.6"
"Jyväskylä lentoasema AWOS","2024","4","24","13:00","2.4","2.1","1.7","83","4.1","176","3.4","-","1014.2","6.3"
"Jyväskylä lentoasema AWOS","2024","4","24","14:00","2.8","2.5","2.3","81","4.3","169","3.5","-","1014.2","5.9"
"Jyväskylä lentoasema AWOS","2024","4","24","15:00","3.3","3.1","2.8","76","3.8","169","3.3","-","1014.2","6.1"
"Jyväskylä lentoasema AWOS","2024","4","24","16:00","3.4","3.3","3.1","70","3.6","167","3.2","-","1014.2","5.3"
"Jyväskylä lentoasema AWOS","2024","4","24","17:00","3.3","3","2.7","72","4.1","156","3.7","-","1014.2","5.7"
"Jyväskylä lentoasema AWOS","2024","4","24","18:00","2.8","2.6","2.4","76","3.3","157","3","-","1014.6","4.6"
"Jyväskylä lentoasema AWOS","2024","4","24","19:00","2.5","1.3","0.3","81","2.8","156","2.5","-","1015","3.8"
"Jyväskylä lentoasema AWOS","2024","4","24","20:00","0.3","-0.5","-1.2","87","2.6","146","2","-","1015.4","2.9"
"Jyväskylä lentoasema AWOS","2024","4","24","21:00","-0.9","-1.5","-2.1","91","1.8","147","1.3","-","1015.6","2"
"Jyväskylä lentoasema AWOS","2024","4","24","22:00","-1.3","-2.1","-2.6","92","1.1","145","0.5","-","1015.8","1.2"
"Jyväskylä lentoasema AWOS","2024","4","24","23:00","-2.5","-3.4","-3.8","97","0.6","207","0.3","-","1015.9","0.9"
"Jyväskylä lentoasema AWOS","2024","4","25","00:00","-4","-4.5","-5.5","96","0.7","321","0.5","-","1015.7","1.3"
"Jyväskylä lentoasema AWOS","2024","4","25","01:00","-5.1","-5.7","-6.4","92","1.4","329","1","-","1015.6","1.5"
"Jyväskylä lentoasema AWOS","2024","4","25","02:00","-5.2","-5.9","-6.7","92","1.4","329","1","-","1015.5","1.4"
"Jyväskylä lentoasema AWOS","2024","4","25","03:00","-4.6","-5.6","-6.9","93","1.7","339","1.1","-","1015.1","2.1"
"Jyväskylä lentoasema AWOS","2024","4","25","04:00","-2.6","-3.7","-4.7","94","1.5","336","1.3","-","1014.8","1.9"
"Jyväskylä lentoasema AWOS","2024","4","25","05:00","0.1","-1.6","-2.5","93","1.4","7","1.1","-","1014.3","2.2"
"Jyväskylä lentoasema AWOS","2024","4","25","06:00","0.9","0.5","0.1","82","2.9","63","2.5","-","1013.8","4.6"
"Jyväskylä lentoasema AWOS","2024","4","25","07:00","1.8","1.3","0.9","77","3.6","72","3","-","1013.2","5.4"
"Jyväskylä lentoasema AWOS","2024","4","25","08:00","2.9","2.4","1.8","71","4.5","75","4","-","1012.7","6.8"
"Jyväskylä lentoasema AWOS","2024","4","25","09:00","3.6","3.3","2.9","65","6.1","81","5.1","-","1012.1","10.8"
"Jyväskylä lentoasema AWOS","2024","4","25","10:00","3.9","3.6","3.4","62","6.4","76","5.3","-","1011.7","9.1"
"Jyväskylä lentoasema AWOS","2024","4","25","11:00","4.2","4","3.8","59","6.5","67","5.7","-","1010.9","9.1"
"Jyväskylä lentoasema AWOS","2024","4","25","12:00","4.1","3.3","2.5","68","6","65","5.2","-","1010.7","9.9"
"Jyväskylä lentoasema AWOS","2024","4","25","13:00","3.1","2.6","2.3","76","5.6","42","4.3","-","1010.2","8.5"
"Jyväskylä lentoasema AWOS","2024","4","25","14:00","2.8","2.5","2.2","77","5.3","42","4.4","-","1009.6","7.8"
"Jyväskylä lentoasema AWOS","2024","4","25","15:00","3.5","3.2","2.8","69","6","41","4.9","-","1009.2","10"
"Jyväskylä lentoasema AWOS","2024","4","25","16:00","3.1","2.7","1.7","75","6.4","59","4.9","-","1009","9.5"
"Jyväskylä lentoasema AWOS","2024","4","25","17:00","1.6","1.1","0.8","92","5","50","2.9","-","1009","6.9"
"Jyväskylä lentoasema AWOS","2024","4","25","18:00","1","0.8","0.7","94","3.5","24","3.1","-","1008.7","5.8"
"Jyväskylä lentoasema AWOS","2024","4","25","19:00","0.9","0.8","0.7","94","4","25","3.6","-","1008.3","5.6"
"Jyväskylä lentoasema AWOS","2024","4","25","20:00","1","0.9","0.7","93","4.3","27","4","-","1007.8","6.8"
"Jyväskylä lentoasema AWOS","2024","4","25","21:00","1.1","0.9","0.8","93","5.1","32","4.5","-","1007.4","7.9"
"Jyväskylä lentoasema AWOS","2024","4","25","22:00","1.1","1","0.9","93","4.3","28","3.8","-","1007.1","6.3"
"Jyväskylä lentoasema AWOS","2024","4","25","23:00","1","1","0.9","93","3.3","17","3.2","-","1006.8","5.2"
