"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Jyväskylä lentoasema AWOS","2024","4","27","21:00","3.2","4.1","2.4","2.5","92","3.2","127","4.1","-","1019.1"
"Jyväskylä lentoasema AWOS","2024","4","27","22:00","3.5","3.9","2.7","2.4","92","2.8","145","3.4","-","1019.1"
"Jyväskylä lentoasema AWOS","2024","4","27","23:00","3.1","4","2.1","1.9","95","2.4","130","3.1","-","1019"
"Jyväskylä lentoasema AWOS","2024","4","28","00:00","2.4","3.2","1.6","1.3","97","2.8","140","3.1","-","1019"
"Jyväskylä lentoasema AWOS","2024","4","28","01:00","2.1","3.1","1.4","0.7","98","1.1","3","1.6","-","1018.9"
"Jyväskylä lentoasema AWOS","2024","4","28","02:00","0.8","1.9","0.3","0.4","99","0.5","278","0.8","-","1019"
"Jyväskylä lentoasema AWOS","2024","4","28","03:00","0.3","0.8","-0.1","0.6","99","0.7","327","0.9","-","1019.1"
"Jyväskylä lentoasema AWOS","2024","4","28","04:00","0.3","0.8","0","0.5","99","0.8","297","1","-","1019.4"
"Jyväskylä lentoasema AWOS","2024","4","28","05:00","1.8","2.9","0.8","0.4","99","0.5","178","0.8","-","1019.5"
"Jyväskylä lentoasema AWOS","2024","4","28","06:00","4.2","5.1","3","0.5","93","0.7","197","1.1","-","1019.5"
"Jyväskylä lentoasema AWOS","2024","4","28","07:00","6.1","7","5.1","2.2","87","3.9","281","5.8","-","1019.7"
"Jyväskylä lentoasema AWOS","2024","4","28","08:00","6.6","7.2","6.3","2.9","83","3.9","289","4.8","-","1020.5"
"Jyväskylä lentoasema AWOS","2024","4","28","09:00","7","7.3","6.8","3.2","80","3.6","279","5.3","-","1021.3"
"Jyväskylä lentoasema AWOS","2024","4","28","10:00","7","7.6","6.7","3.9","76","4.8","292","6.7","-","1022.3"
"Jyväskylä lentoasema AWOS","2024","4","28","11:00","7.1","7.8","6.5","4.3","68","5.3","272","7.5","-","1023.2"
"Jyväskylä lentoasema AWOS","2024","4","28","12:00","6.5","6.8","6.2","4.3","69","5","288","7","-","1024.3"
"Jyväskylä lentoasema AWOS","2024","4","28","13:00","6.7","7.6","6","3.4","65","4","291","5.9","-","1025"
"Jyväskylä lentoasema AWOS","2024","4","28","14:00","7.2","7.6","6.7","3.1","59","3.8","282","5.9","-","1025.3"
"Jyväskylä lentoasema AWOS","2024","4","28","15:00","7.5","8.5","6.9","3.8","57","4.9","300","7.7","-","1025.6"
"Jyväskylä lentoasema AWOS","2024","4","28","16:00","6.8","7.4","6.6","3.3","59","4","312","5","-","1025.9"
"Jyväskylä lentoasema AWOS","2024","4","28","17:00","6.4","6.7","6.1","2.4","61","3.1","318","4.1","-","1026.1"
"Jyväskylä lentoasema AWOS","2024","4","28","18:00","5.6","6.2","5.3","1.4","67","2.1","310","2.4","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","4","28","19:00","4.5","5.2","3.9","1","75","1.3","326","1.7","-","1027.1"
"Jyväskylä lentoasema AWOS","2024","4","28","20:00","4.1","4.7","3.4","0.6","78","1.1","341","1.3","-","1027.4"
"Jyväskylä lentoasema AWOS","2024","4","28","21:00","3.4","3.8","2.9","0.8","88","1.1","27","1.7","-","1027.8"
"Jyväskylä lentoasema AWOS","2024","4","28","22:00","2.9","3.1","2.8","1.1","94","1.5","18","1.8","-","1027.9"
"Jyväskylä lentoasema AWOS","2024","4","28","23:00","2.9","3","2.8","1.7","94","2","45","2.5","-","1027.9"
"Jyväskylä lentoasema AWOS","2024","4","29","00:00","2.7","2.8","2.6","1.6","95","2.1","73","2.9","-","1027.9"
"Jyväskylä lentoasema AWOS","2024","4","29","01:00","2.7","2.7","2.7","2","96","2.4","77","3.5","-","1027.9"
"Jyväskylä lentoasema AWOS","2024","4","29","02:00","2.7","2.7","2.6","2.8","96","3.4","111","4.7","-","1027.6"
"Jyväskylä lentoasema AWOS","2024","4","29","03:00","2.6","2.7","2.6","3.4","96","3.7","108","5.2","-","1027.4"
"Jyväskylä lentoasema AWOS","2024","4","29","04:00","2.8","2.9","2.7","3.4","96","3.6","108","5.2","-","1027.2"
"Jyväskylä lentoasema AWOS","2024","4","29","05:00","3.4","3.9","3","3.7","95","4.3","112","6","-","1026.9"
"Jyväskylä lentoasema AWOS","2024","4","29","06:00","4","4.5","3.7","4.6","93","5.6","121","7.5","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","4","29","07:00","4.9","6","4.3","4.8","91","5.6","123","7","-","1026.1"
"Jyväskylä lentoasema AWOS","2024","4","29","08:00","6.2","6.9","5.5","4.5","87","5","128","6.6","-","1025.7"
"Jyväskylä lentoasema AWOS","2024","4","29","09:00","8.2","9.6","7.1","4.3","80","4.7","131","6.6","-","1025.2"
"Jyväskylä lentoasema AWOS","2024","4","29","10:00","11.1","12.5","9.2","4.3","69","4.7","145","6.8","-","1024.6"
"Jyväskylä lentoasema AWOS","2024","4","29","11:00","13.5","14.5","12.2","5","60","5.5","145","8.4","-","1023.9"
"Jyväskylä lentoasema AWOS","2024","4","29","12:00","15.2","16.5","14.3","4.6","57","5.1","135","7","-","1022.8"
"Jyväskylä lentoasema AWOS","2024","4","29","13:00","16.9","17.2","16","5.4","50","6.3","146","8.7","-","1021.8"
"Jyväskylä lentoasema AWOS","2024","4","29","14:00","17.1","17.3","16.6","3.8","50","5.4","149","6.6","-","1021.2"
"Jyväskylä lentoasema AWOS","2024","4","29","15:00","16.1","16.6","15.5","3","53","4.5","182","8","-","1021.2"
"Jyväskylä lentoasema AWOS","2024","4","29","16:00","14.7","15.8","13.5","3.6","63","4.1","160","6.5","-","1020.5"
"Jyväskylä lentoasema AWOS","2024","4","29","17:00","14.1","14.4","13.5","3.5","67","3.8","152","5","-","1019.6"
"Jyväskylä lentoasema AWOS","2024","4","29","18:00","13.5","14","13","2.9","68","3.5","171","5","-","1019.5"
"Jyväskylä lentoasema AWOS","2024","4","29","19:00","12.9","13.3","12.1","3","71","4.6","181","6.8","-","1019.5"
"Jyväskylä lentoasema AWOS","2024","4","29","20:00","11.2","12.1","10.8","3.4","91","4.7","198","7.1","-","1019.8"
"Jyväskylä lentoasema AWOS","2024","4","29","21:00","10.8","10.9","10.7","2.3","93","3","202","4.6","-","1019.8"
"Jyväskylä lentoasema AWOS","2024","4","29","22:00","10.7","11.1","10.3","2.5","91","3.5","240","6.2","-","1020"
"Jyväskylä lentoasema AWOS","2024","4","29","23:00","9.8","10.5","9.2","3","90","4.1","268","6.8","-","1020.6"
"Jyväskylä lentoasema AWOS","2024","4","30","00:00","8.3","9.3","7.4","3.2","85","3.9","264","6.6","-","1021.4"
"Jyväskylä lentoasema AWOS","2024","4","30","01:00","6.6","7.5","5.7","2.6","86","3.7","272","5.7","-","1022"
"Jyväskylä lentoasema AWOS","2024","4","30","02:00","5","5.8","4.5","1.8","92","2.8","253","4.5","-","1022.2"
"Jyväskylä lentoasema AWOS","2024","4","30","03:00","5.8","6.3","4.7","2.5","92","3.8","244","6.1","-","1022.1"
"Jyväskylä lentoasema AWOS","2024","4","30","04:00","6.3","6.7","6.1","3","90","3.5","258","6.1","-","1022.2"
"Jyväskylä lentoasema AWOS","2024","4","30","05:00","6.9","7.3","6.7","3.2","86","4.1","250","7.3","-","1022.4"
"Jyväskylä lentoasema AWOS","2024","4","30","06:00","8","8.7","7.2","3.9","79","4.2","261","8.1","-","1022.7"
"Jyväskylä lentoasema AWOS","2024","4","30","07:00","9.7","10.7","8.6","4.5","70","4.9","259","7.9","-","1022.8"
"Jyväskylä lentoasema AWOS","2024","4","30","08:00","11.1","11.7","10.3","5.2","62","5.9","262","9.1","-","1023.3"
"Jyväskylä lentoasema AWOS","2024","4","30","09:00","11.6","12.4","11.2","5.7","57","6.5","277","10.4","-","1023.8"
"Jyväskylä lentoasema AWOS","2024","4","30","10:00","12.1","13.6","11.4","6.2","55","7.1","287","11.3","-","1024.4"
"Jyväskylä lentoasema AWOS","2024","4","30","11:00","12.1","13.1","11.4","6.7","57","7.8","302","10.8","-","1025.2"
"Jyväskylä lentoasema AWOS","2024","4","30","12:00","11.5","12.4","11","6.9","58","7.6","320","10.7","-","1026"
"Jyväskylä lentoasema AWOS","2024","4","30","13:00","11.7","12.4","11","6.5","55","7.8","292","11.3","-","1026.7"
"Jyväskylä lentoasema AWOS","2024","4","30","14:00","12.2","13.2","11.4","5.5","51","6.3","295","8.8","-","1026.8"
"Jyväskylä lentoasema AWOS","2024","4","30","15:00","12.8","13.4","12.2","5.8","48","6.5","307","8.8","-","1026.8"
"Jyväskylä lentoasema AWOS","2024","4","30","16:00","12.8","13.5","12.3","5.3","46","6.1","308","8.4","-","1026.8"
"Jyväskylä lentoasema AWOS","2024","4","30","17:00","11.7","12.5","10.7","4.7","48","5.6","344","8.1","-","1027.2"
"Jyväskylä lentoasema AWOS","2024","4","30","18:00","10","10.7","9.1","4.2","53","4.8","347","6.8","-","1028.1"
"Jyväskylä lentoasema AWOS","2024","4","30","19:00","8.3","9.1","7.3","2.8","60","3.5","348","4.9","-","1029"
"Jyväskylä lentoasema AWOS","2024","4","30","20:00","4.9","7.4","3.1","0.9","76","2.2","310","1.9","-","1029.7"
"Jyväskylä lentoasema AWOS","2024","4","30","21:00","2.8","3.5","1.8","0.7","84","1.1","275","1.4","-","1029.9"
"Jyväskylä lentoasema AWOS","2024","4","30","22:00","0.8","2.5","-0.2","1","86","1.2","322","1.5","-","1030.2"
"Jyväskylä lentoasema AWOS","2024","4","30","23:00","-0.3","0.4","-0.8","0.8","95","1.1","255","1.4","-","1030.6"
"Jyväskylä lentoasema AWOS","2024","5","1","00:00","-1","-0.8","-1.2","0.5","96","0.9","331","1.3","-","1030.7"
"Jyväskylä lentoasema AWOS","2024","5","1","01:00","-1.4","-0.9","-1.7","0.4","96","0.7","306","0.9","-","1030.9"
"Jyväskylä lentoasema AWOS","2024","5","1","02:00","-1.9","-1.5","-2.2","0.6","96","0.9","299","1.2","-","1031.1"
"Jyväskylä lentoasema AWOS","2024","5","1","03:00","-1.9","-1.6","-2.2","0.6","95","0.9","333","1.7","-","1031.1"
"Jyväskylä lentoasema AWOS","2024","5","1","04:00","-0.8","0.6","-1.7","0.6","92","0.8","331","1.3","-","1031.3"
"Jyväskylä lentoasema AWOS","2024","5","1","05:00","2.7","4.3","0.6","0.4","84","0.6","32","1.1","-","1031.2"
"Jyväskylä lentoasema AWOS","2024","5","1","06:00","6.2","7.7","4.1","0.7","71","1","8","1.8","-","1030.9"
"Jyväskylä lentoasema AWOS","2024","5","1","07:00","8","8.9","7.1","1.4","63","2","17","4.3","-","1030.7"
"Jyväskylä lentoasema AWOS","2024","5","1","08:00","9.6","11","8.7","2.4","57","3.3","1","5.9","-","1030.6"
"Jyväskylä lentoasema AWOS","2024","5","1","09:00","11","12.3","9.9","3.8","51","5.4","9","8.3","-","1030.5"
"Jyväskylä lentoasema AWOS","2024","5","1","10:00","12.1","13.2","10.9","4.7","44","5.8","351","8.1","-","1030.3"
"Jyväskylä lentoasema AWOS","2024","5","1","11:00","13.1","13.9","12.4","5.1","38","6.4","360","9.1","-","1030"
"Jyväskylä lentoasema AWOS","2024","5","1","12:00","13.6","14.5","12.9","4.8","36","6.3","6","8.5","-","1029.6"
"Jyväskylä lentoasema AWOS","2024","5","1","13:00","14.2","15.3","13.6","3.9","36","4.9","360","7.3","-","1029"
"Jyväskylä lentoasema AWOS","2024","5","1","14:00","14.5","15.3","13.9","3.7","36","4.3","349","7.3","-","1028.4"
"Jyväskylä lentoasema AWOS","2024","5","1","15:00","14.8","15.2","14.3","4.4","35","5.2","342","7.5","-","1027.9"
"Jyväskylä lentoasema AWOS","2024","5","1","16:00","14.7","15.4","14.4","3.9","35","4.6","352","7.8","-","1027.5"
"Jyväskylä lentoasema AWOS","2024","5","1","17:00","14.4","14.9","14.1","3","36","3.9","2","5.4","-","1026.9"
"Jyväskylä lentoasema AWOS","2024","5","1","18:00","13.4","14.1","11.2","2.2","40","2.5","343","3.4","-","1026.9"
"Jyväskylä lentoasema AWOS","2024","5","1","19:00","9.4","11","8.4","2.2","54","2.5","313","2.8","-","1027.2"
"Jyväskylä lentoasema AWOS","2024","5","1","20:00","6.8","8.3","5.2","2.1","64","2.3","328","2.7","-","1027.5"
"Jyväskylä lentoasema AWOS","2024","5","1","21:00","4.6","7","2.9","1.7","74","2.3","322","2.5","-","1027.9"
"Jyväskylä lentoasema AWOS","2024","5","1","22:00","2.9","3.6","2.5","0.4","83","1.3","224","1.4","-","1028.3"
"Jyväskylä lentoasema AWOS","2024","5","1","23:00","2.2","3.2","0.2","0.4","81","0.6","271","0.9","-","1028.3"
"Jyväskylä lentoasema AWOS","2024","5","2","00:00","0.7","2.2","-0.7","1.2","86","1.7","322","1.9","-","1028.3"
"Jyväskylä lentoasema AWOS","2024","5","2","01:00","0.5","1","-0.3","1.1","89","1.7","338","1.9","-","1028.3"
"Jyväskylä lentoasema AWOS","2024","5","2","02:00","0.2","1.2","-1.2","0.7","86","1.2","335","1.4","-","1028.3"
"Jyväskylä lentoasema AWOS","2024","5","2","03:00","-0.5","-0.2","-0.7","0.7","89","1.1","318","1.3","-","1028.2"
"Jyväskylä lentoasema AWOS","2024","5","2","04:00","1.3","3.2","-0.5","0.3","88","0.8","247","1","-","1028"
"Jyväskylä lentoasema AWOS","2024","5","2","05:00","4.9","7.4","3.2","0.5","76","1","108","2","-","1027.8"
"Jyväskylä lentoasema AWOS","2024","5","2","06:00","8.2","8.9","7.3","2.2","59","2.9","142","4.5","-","1027.4"
"Jyväskylä lentoasema AWOS","2024","5","2","07:00","9.7","10.9","8.6","1.9","51","2.2","177","4.7","-","1027"
"Jyväskylä lentoasema AWOS","2024","5","2","08:00","11.2","12.4","10.2","1.9","45","2.5","143","4.6","-","1026.5"
"Jyväskylä lentoasema AWOS","2024","5","2","09:00","12.7","13.4","12.1","1.6","42","2.1","115","4.1","-","1026"
"Jyväskylä lentoasema AWOS","2024","5","2","10:00","13.9","14.9","13.2","1.9","39","2.6","95","4.4","-","1025.3"
"Jyväskylä lentoasema AWOS","2024","5","2","11:00","14.8","15.7","14.2","1.5","38","2.1","27","4.1","-","1024.7"
"Jyväskylä lentoasema AWOS","2024","5","2","12:00","15.3","16.2","14.5","3.2","36","4.1","32","6.7","-","1024.3"
"Jyväskylä lentoasema AWOS","2024","5","2","13:00","15.7","16.6","14.9","2.7","33","3.8","57","6.2","-","1023.7"
"Jyväskylä lentoasema AWOS","2024","5","2","14:00","16.2","17.5","15.5","2.1","33","2.7","329","5.2","-","1023.2"
"Jyväskylä lentoasema AWOS","2024","5","2","15:00","16.1","16.6","15.7","1.5","33","3","63","4.4","-","1022.5"
"Jyväskylä lentoasema AWOS","2024","5","2","16:00","15.1","15.8","14.5","3.9","38","4.4","91","5.7","-","1022.1"
"Jyväskylä lentoasema AWOS","2024","5","2","17:00","14.5","14.7","14.3","3.1","40","4.1","96","5.2","-","1022.1"
"Jyväskylä lentoasema AWOS","2024","5","2","18:00","13.6","14.3","12.6","2.4","43","2.6","83","3.8","-","1022"
"Jyväskylä lentoasema AWOS","2024","5","2","19:00","10.8","12.6","9.3","1.5","54","2.6","113","3.4","-","1022.2"
"Jyväskylä lentoasema AWOS","2024","5","2","20:00","9.5","10","8.9","0.6","62","1","189","1.3","-","1022.4"
"Jyväskylä lentoasema AWOS","2024","5","2","21:00","8.8","9.7","8.1","0.5","65","1","202","1.2","-","1022.3"
"Jyväskylä lentoasema AWOS","2024","5","2","22:00","7.9","8.6","7.4","0.6","71","1.1","348","1.3","-","1022.4"
"Jyväskylä lentoasema AWOS","2024","5","2","23:00","7.3","7.8","6.8","0.5","75","0.9","328","1.2","-","1022.4"
"Jyväskylä lentoasema AWOS","2024","5","3","00:00","7","7.5","6.6","0.6","76","1.2","171","1.7","-","1022.2"
"Jyväskylä lentoasema AWOS","2024","5","3","01:00","6.2","7.1","4.8","0.4","83","0.6","168","0.9","-","1021.9"
"Jyväskylä lentoasema AWOS","2024","5","3","02:00","4.9","6","3.5","0.5","81","0.9","282","1.1","-","1021.6"
"Jyväskylä lentoasema AWOS","2024","5","3","03:00","4.1","4.6","3.5","0.5","86","0.9","307","1.1","-","1021.2"
"Jyväskylä lentoasema AWOS","2024","5","3","04:00","5.1","5.8","4.3","0.5","84","0.9","317","1.2","-","1021.1"
"Jyväskylä lentoasema AWOS","2024","5","3","05:00","7.4","8.7","5.9","0.8","72","1.4","17","1.9","-","1021"
"Jyväskylä lentoasema AWOS","2024","5","3","06:00","9.8","11","8.8","0.7","56","1.5","58","1.8","-","1020.8"
"Jyväskylä lentoasema AWOS","2024","5","3","07:00","12.2","14","11","1.6","49","2.9","47","4.3","-","1020.4"
"Jyväskylä lentoasema AWOS","2024","5","3","08:00","14.1","14.9","13.2","2.8","43","3.8","9","5.5","-","1020.2"
"Jyväskylä lentoasema AWOS","2024","5","3","09:00","15.2","16.6","14.6","3.1","40","3.6","14","5.4","-","1019.8"
"Jyväskylä lentoasema AWOS","2024","5","3","10:00","15.9","17.2","14.9","3.2","39","4.4","19","9.7","-","1019.5"
"Jyväskylä lentoasema AWOS","2024","5","3","11:00","16.7","18","15.9","2.7","36","3.5","8","6.1","-","1019"
"Jyväskylä lentoasema AWOS","2024","5","3","12:00","16.3","17.3","15.6","3.2","36","4.3","11","6.4","-","1018.7"
"Jyväskylä lentoasema AWOS","2024","5","3","13:00","16.4","17.5","15.7","2.7","35","3.9","33","6.1","-","1018.4"
"Jyväskylä lentoasema AWOS","2024","5","3","14:00","16.3","16.7","16","2.1","35","3.2","88","4.6","-","1018"
"Jyväskylä lentoasema AWOS","2024","5","3","15:00","16.1","16.4","15.8","2.9","36","3.3","65","5.1","-","1018"
"Jyväskylä lentoasema AWOS","2024","5","3","16:00","15.8","16.4","15.2","2.6","38","3","58","4.4","-","1017.8"
"Jyväskylä lentoasema AWOS","2024","5","3","17:00","15","15.2","14.5","2.3","41","2.8","106","4.3","-","1017.4"
"Jyväskylä lentoasema AWOS","2024","5","3","18:00","13.4","14.6","12.7","2.2","48","2.4","126","3","-","1017.1"
"Jyväskylä lentoasema AWOS","2024","5","3","19:00","11","12.9","9.9","0.8","62","1.8","159","1.8","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","5","3","20:00","9.6","10.3","9","0.4","69","0.6","169","0.9","-","1016.6"
"Jyväskylä lentoasema AWOS","2024","5","3","21:00","8.6","9.3","8","0.7","74","1","125","1.5","-","1016.2"
"Jyväskylä lentoasema AWOS","2024","5","3","22:00","8","8.6","7.3","0.4","77","1","285","1.7","-","1015.8"
"Jyväskylä lentoasema AWOS","2024","5","3","23:00","7.4","7.9","6.9","0.8","82","1.9","253","3.1","-","1015.5"
"Jyväskylä lentoasema AWOS","2024","5","4","00:00","6.4","7.1","5.5","1.9","85","2.8","277","3.8","-","1015.2"
"Jyväskylä lentoasema AWOS","2024","5","4","01:00","5.2","5.7","4.3","1.4","90","2","270","2.8","-","1014.7"
"Jyväskylä lentoasema AWOS","2024","5","4","02:00","4.3","5.1","3.7","1.2","91","1.8","176","3.1","-","1014.1"
"Jyväskylä lentoasema AWOS","2024","5","4","03:00","5","6.8","4.2","1.8","88","2.6","263","4.8","-","1013.2"
"Jyväskylä lentoasema AWOS","2024","5","4","04:00","8.2","8.8","6.6","3.5","64","4.3","263","6.9","-","1012.4"
"Jyväskylä lentoasema AWOS","2024","5","4","05:00","10","11.4","8.6","3.7","56","5.1","258","7.7","-","1011.3"
"Jyväskylä lentoasema AWOS","2024","5","4","06:00","11.9","12.5","11.1","3.5","54","4.2","260","5.9","-","1010.4"
"Jyväskylä lentoasema AWOS","2024","5","4","07:00","12.2","13.9","11.4","3.5","56","4.6","289","6.4","-","1010"
"Jyväskylä lentoasema AWOS","2024","5","4","08:00","14.8","15.8","13.3","3.6","47","4.3","294","7","-","1009.4"
"Jyväskylä lentoasema AWOS","2024","5","4","09:00","16.3","17","15.3","5","43","6.3","332","8.6","-","1008.9"
"Jyväskylä lentoasema AWOS","2024","5","4","10:00","15.8","17.1","14.6","6.2","44","7","330","11.1","-","1009.2"
"Jyväskylä lentoasema AWOS","2024","5","4","11:00","15.2","16.5","14.5","6.8","44","8","349","11","-","1009.6"
"Jyväskylä lentoasema AWOS","2024","5","4","12:00","15.8","16.9","15","7.3","38","8.1","329","12.3","-","1009.7"
"Jyväskylä lentoasema AWOS","2024","5","4","13:00","15.5","17.1","14.5","6.4","35","6.9","336","10.6","-","1009.8"
"Jyväskylä lentoasema AWOS","2024","5","4","14:00","15.7","16.4","14.8","6.7","31","8.2","337","12.1","-","1009.6"
"Jyväskylä lentoasema AWOS","2024","5","4","15:00","15.2","15.9","14.6","6.4","30","7.6","348","10.6","-","1009.7"
"Jyväskylä lentoasema AWOS","2024","5","4","16:00","14.6","15.1","14.1","6.8","30","7.9","352","11.3","-","1009.7"
"Jyväskylä lentoasema AWOS","2024","5","4","17:00","13.8","14.4","13.1","6.7","33","7.4","337","10.2","-","1009.8"
"Jyväskylä lentoasema AWOS","2024","5","4","18:00","12.2","13.3","11.2","6.6","44","7.2","342","10.2","-","1010.4"
"Jyväskylä lentoasema AWOS","2024","5","4","19:00","10","11.2","8.9","6.4","50","7.2","342","10.5","-","1011.1"
"Jyväskylä lentoasema AWOS","2024","5","4","20:00","8.1","9","7.1","4.3","54","6.1","340","7.6","-","1011.7"
"Jyväskylä lentoasema AWOS","2024","5","4","21:00","6.8","7.4","6.1","3.2","58","4.2","346","5.6","-","1012.3"
"Jyväskylä lentoasema AWOS","2024","5","4","22:00","4.2","6.3","2.6","2","66","2.3","341","2.9","-","1012.8"
"Jyväskylä lentoasema AWOS","2024","5","4","23:00","3","4.3","2.1","2.2","70","2.4","316","2.7","-","1013.1"
"Jyväskylä lentoasema AWOS","2024","5","5","00:00","1.8","2.3","-0.2","1.9","74","2.3","313","2.6","-","1013.3"
"Jyväskylä lentoasema AWOS","2024","5","5","01:00","0.1","1.3","-0.5","1.8","81","2.1","303","2.4","-","1013.5"
"Jyväskylä lentoasema AWOS","2024","5","5","02:00","-0.2","0.9","-1.4","1.6","82","2","288","2.1","-","1013.5"
"Jyväskylä lentoasema AWOS","2024","5","5","03:00","0.1","0.8","-0.8","2.3","82","2.6","287","3.2","-","1013.7"
"Jyväskylä lentoasema AWOS","2024","5","5","04:00","2.1","2.8","0.9","3.2","77","3.9","341","5.4","-","1013.9"
"Jyväskylä lentoasema AWOS","2024","5","5","05:00","3.3","3.7","2.9","4.4","75","4.9","350","6.7","-","1014.1"
"Jyväskylä lentoasema AWOS","2024","5","5","06:00","4","4.5","3.6","4.2","75","4.9","354","6.6","-","1014.2"
"Jyväskylä lentoasema AWOS","2024","5","5","07:00","4.4","4.9","4.1","3.7","73","4.6","4","5.8","-","1014.3"
"Jyväskylä lentoasema AWOS","2024","5","5","08:00","5.2","6.5","4.4","3.9","62","4.2","357","6.3","-","1014.4"
"Jyväskylä lentoasema AWOS","2024","5","5","09:00","5.7","7.3","5","4.8","57","6.2","10","8.2","-","1014.5"
"Jyväskylä lentoasema AWOS","2024","5","5","10:00","5.8","6.9","5.2","5.1","53","5.9","16","8.8","-","1014.8"
"Jyväskylä lentoasema AWOS","2024","5","5","11:00","6.3","7.5","5.3","4.8","48","5.7","9","8.5","-","1015"
"Jyväskylä lentoasema AWOS","2024","5","5","12:00","6.4","8.1","5.3","4.8","48","5.7","15","8.3","-","1015"
"Jyväskylä lentoasema AWOS","2024","5","5","13:00","6.7","7.8","5.6","4.4","46","5.5","10","7.9","-","1014.7"
"Jyväskylä lentoasema AWOS","2024","5","5","14:00","6.7","7.5","6.1","4.3","44","5","15","7.8","-","1014.7"
"Jyväskylä lentoasema AWOS","2024","5","5","15:00","6.6","7.5","6","3.5","43","5","360","6.8","-","1014.6"
"Jyväskylä lentoasema AWOS","2024","5","5","16:00","6.1","6.5","5.7","3.6","42","4","36","5.7","-","1014.6"
"Jyväskylä lentoasema AWOS","2024","5","5","17:00","5.9","6.2","5.6","4.2","42","4.8","32","7.1","-","1014.6"
"Jyväskylä lentoasema AWOS","2024","5","5","18:00","5.2","5.8","4.6","3.6","44","4.6","34","5.8","-","1014.6"
"Jyväskylä lentoasema AWOS","2024","5","5","19:00","3.7","4.5","3","2.4","51","3.2","31","4.9","-","1014.9"
"Jyväskylä lentoasema AWOS","2024","5","5","20:00","2.3","3","1.5","2.3","56","2.5","9","3.9","-","1015.3"
"Jyväskylä lentoasema AWOS","2024","5","5","21:00","1.2","1.8","0.7","2.2","60","2.3","7","3.3","-","1015.7"
"Jyväskylä lentoasema AWOS","2024","5","5","22:00","0.5","0.8","0.1","2.5","64","2.7","12","3.9","-","1016.2"
"Jyväskylä lentoasema AWOS","2024","5","5","23:00","-0.6","0.1","-2","2.1","69","2.7","9","3.5","-","1016.4"
"Jyväskylä lentoasema AWOS","2024","5","6","00:00","-2.2","-1.8","-2.8","1.3","77","1.8","360","2.7","-","1016.8"
"Jyväskylä lentoasema AWOS","2024","5","6","01:00","-1.3","-0.8","-2.8","2.1","69","2.5","2","3","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","5","6","02:00","-2.5","-1.2","-3.9","2.1","73","2.7","3","3.4","-","1017.1"
"Jyväskylä lentoasema AWOS","2024","5","6","03:00","-2.5","-1.8","-3.8","2","77","2.5","3","3.6","-","1017.2"
"Jyväskylä lentoasema AWOS","2024","5","6","04:00","-1.5","-1.1","-1.9","2.3","76","2.8","358","3.6","-","1017.4"
"Jyväskylä lentoasema AWOS","2024","5","6","05:00","-0.2","0.8","-1.1","2.2","69","2.4","358","3.2","-","1017.4"
"Jyväskylä lentoasema AWOS","2024","5","6","06:00","1.5","2.8","0.7","2.3","55","2.7","7","3.6","-","1017.5"
"Jyväskylä lentoasema AWOS","2024","5","6","07:00","2.9","3.9","2.3","3.8","38","4.8","54","7.4","-","1017.3"
"Jyväskylä lentoasema AWOS","2024","5","6","08:00","3","3.7","2.6","4.2","39","5","45","7.2","-","1017.2"
"Jyväskylä lentoasema AWOS","2024","5","6","09:00","3.3","4","2.8","3.5","39","4.2","41","6.5","-","1017.1"
"Jyväskylä lentoasema AWOS","2024","5","6","10:00","3.5","4.3","3","3.1","39","3.9","35","6.5","-","1017.2"
"Jyväskylä lentoasema AWOS","2024","5","6","11:00","3.8","4.3","3.3","3.4","39","4.1","16","7","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","5","6","12:00","3.9","4.5","3.6","3.2","40","4.1","8","5.9","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","5","6","13:00","3.7","4","3.3","2.9","41","3.8","53","5.1","-","1017"
"Jyväskylä lentoasema AWOS","2024","5","6","14:00","3.6","3.9","3.3","3","41","3.7","14","5.7","-","1016.9"
"Jyväskylä lentoasema AWOS","2024","5","6","15:00","3.9","4.2","3.7","3.3","38","4.4","8","6.1","-","1016.8"
"Jyväskylä lentoasema AWOS","2024","5","6","16:00","3.7","4.1","3.5","3.5","38","4","24","6.3","-","1016.8"
"Jyväskylä lentoasema AWOS","2024","5","6","17:00","3.5","3.8","3.3","3.2","40","3.7","27","5.6","-","1016.8"
"Jyväskylä lentoasema AWOS","2024","5","6","18:00","3.2","3.4","3","2.2","41","3.3","23","4.7","-","1017.1"
"Jyväskylä lentoasema AWOS","2024","5","6","19:00","2.8","3.1","1.8","1.2","44","1.5","2","2.3","-","1017.1"
