"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ilmanpaineen keskiarvo [hPa]","Tunnin sademäärä [mm]","Kovin puuska [m/s]","Tuulen suunnan keskiarvo [°]","Kovin keskituulen nopeus [m/s]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Alin lämpötila [°C]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]"
"Jyväskylä lentoasema","2024","4","16","21:00","-","0","-","-","-","-","94","1.2","1.7","1.4"
"Jyväskylä lentoasema","2024","4","16","22:00","-","0","-","-","-","-","94","0.5","1.2","0.8"
"Jyväskylä lentoasema","2024","4","16","23:00","-","0","-","-","-","-","95","0.4","0.6","0.5"
"Jyväskylä lentoasema","2024","4","17","00:00","-","0","-","-","-","-","92","0.1","0.5","0.3"
"Jyväskylä lentoasema","2024","4","17","01:00","-","0","-","-","-","-","91","-0.5","0.1","-0.2"
"Jyväskylä lentoasema","2024","4","17","02:00","-","0","-","-","-","-","89","-0.7","-0.4","-0.5"
"Jyväskylä lentoasema","2024","4","17","03:00","-","0","-","-","-","-","90","-1.5","-0.7","-1.1"
"Jyväskylä lentoasema","2024","4","17","04:00","-","0","-","-","-","-","91","-1.8","-1.4","-1.6"
"Jyväskylä lentoasema","2024","4","17","05:00","-","0","-","-","-","-","90","-2.1","-1.8","-1.9"
"Jyväskylä lentoasema","2024","4","17","06:00","-","0","-","-","-","-","87","-2.2","-1.8","-2.1"
"Jyväskylä lentoasema","2024","4","17","07:00","-","0","-","-","-","-","83","-2.3","-1.9","-2.1"
"Jyväskylä lentoasema","2024","4","17","08:00","-","0","-","-","-","-","76","-2.3","-1.9","-2.2"
"Jyväskylä lentoasema","2024","4","17","09:00","-","0","-","-","-","-","69","-2.2","-1.3","-1.7"
"Jyväskylä lentoasema","2024","4","17","10:00","-","0","-","-","-","-","70","-1.9","-1.1","-1.6"
"Jyväskylä lentoasema","2024","4","17","11:00","-","0","-","-","-","-","67","-1.8","-0.6","-1.4"
"Jyväskylä lentoasema","2024","4","17","12:00","-","0","-","-","-","-","70","-1.8","-0.7","-1.3"
"Jyväskylä lentoasema","2024","4","17","13:00","-","0","-","-","-","-","74","-2","-1","-1.6"
"Jyväskylä lentoasema","2024","4","17","14:00","-","0","-","-","-","-","75","-2","-1.2","-1.7"
"Jyväskylä lentoasema","2024","4","17","15:00","-","0","-","-","-","-","78","-2.2","-1.8","-1.9"
"Jyväskylä lentoasema","2024","4","17","16:00","-","0.2","-","-","-","-","85","-2.3","-1.9","-2.2"
"Jyväskylä lentoasema","2024","4","17","17:00","-","0.1","-","-","-","-","85","-2.3","-2.1","-2.2"
"Jyväskylä lentoasema","2024","4","17","18:00","-","0","-","-","-","-","86","-2.7","-2.4","-2.5"
"Jyväskylä lentoasema","2024","4","17","19:00","-","0","-","-","-","-","91","-3.1","-2.7","-2.9"
"Jyväskylä lentoasema","2024","4","17","20:00","-","0","-","-","-","-","93","-3.2","-3","-3.1"
"Jyväskylä lentoasema","2024","4","17","21:00","-","0","-","-","-","-","93","-3.1","-2.9","-3"
"Jyväskylä lentoasema","2024","4","17","22:00","-","0","-","-","-","-","94","-3.2","-2.7","-3"
"Jyväskylä lentoasema","2024","4","17","23:00","-","0","-","-","-","-","95","-4.2","-3","-3.6"
"Jyväskylä lentoasema","2024","4","18","00:00","-","0","-","-","-","-","98","-4.9","-4.2","-4.5"
"Jyväskylä lentoasema","2024","4","18","01:00","-","0","-","-","-","-","91","-5.7","-4.3","-5"
"Jyväskylä lentoasema","2024","4","18","02:00","-","0","-","-","-","-","80","-5.8","-4.8","-5.3"
"Jyväskylä lentoasema","2024","4","18","03:00","-","0","-","-","-","-","78","-6.7","-5.4","-6"
"Jyväskylä lentoasema","2024","4","18","04:00","-","0","-","-","-","-","78","-6.7","-5.6","-6.1"
"Jyväskylä lentoasema","2024","4","18","05:00","-","0","-","-","-","-","73","-5.6","-4.5","-5"
"Jyväskylä lentoasema","2024","4","18","06:00","-","0","-","-","-","-","67","-4.5","-3.8","-4.1"
"Jyväskylä lentoasema","2024","4","18","07:00","-","0","-","-","-","-","63","-4","-2.8","-3.5"
"Jyväskylä lentoasema","2024","4","18","08:00","-","0","-","-","-","-","58","-2.8","-1.6","-2.2"
"Jyväskylä lentoasema","2024","4","18","09:00","-","0","-","-","-","-","53","-2.1","-0.8","-1.4"
"Jyväskylä lentoasema","2024","4","18","10:00","-","0","-","-","-","-","49","-1.4","-0.2","-0.8"
"Jyväskylä lentoasema","2024","4","18","11:00","-","0","-","-","-","-","47","-0.8","0.7","-0.2"
"Jyväskylä lentoasema","2024","4","18","12:00","-","0","-","-","-","-","45","-0.1","1.1","0.5"
"Jyväskylä lentoasema","2024","4","18","13:00","-","0","-","-","-","-","44","0.4","1.4","0.8"
"Jyväskylä lentoasema","2024","4","18","14:00","-","0","-","-","-","-","44","0.3","1.5","0.9"
"Jyväskylä lentoasema","2024","4","18","15:00","-","0","-","-","-","-","44","0.5","1.4","1"
"Jyväskylä lentoasema","2024","4","18","16:00","-","0","-","-","-","-","44","0.4","1","0.6"
"Jyväskylä lentoasema","2024","4","18","17:00","-","0","-","-","-","-","46","-0.3","0.6","0.1"
"Jyväskylä lentoasema","2024","4","18","18:00","-","0","-","-","-","-","51","-1.7","-0.3","-1"
"Jyväskylä lentoasema","2024","4","18","19:00","-","0","-","-","-","-","57","-3.5","-1.6","-2.4"
"Jyväskylä lentoasema","2024","4","18","20:00","-","0","-","-","-","-","63","-3.7","-2.8","-3.3"
"Jyväskylä lentoasema","2024","4","18","21:00","-","0","-","-","-","-","67","-4.4","-3","-3.7"
"Jyväskylä lentoasema","2024","4","18","22:00","-","0","-","-","-","-","75","-5.7","-4.4","-4.9"
"Jyväskylä lentoasema","2024","4","18","23:00","-","0","-","-","-","-","78","-6.3","-5.4","-5.8"
"Jyväskylä lentoasema","2024","4","19","00:00","-","0","-","-","-","-","80","-6.8","-6.1","-6.5"
"Jyväskylä lentoasema","2024","4","19","01:00","-","0","-","-","-","-","81","-7.3","-6.4","-6.9"
"Jyväskylä lentoasema","2024","4","19","02:00","-","0","-","-","-","-","77","-6.7","-6.2","-6.4"
"Jyväskylä lentoasema","2024","4","19","03:00","-","0","-","-","-","-","79","-7.4","-6.4","-6.8"
"Jyväskylä lentoasema","2024","4","19","04:00","-","0","-","-","-","-","80","-6.7","-6","-6.3"
"Jyväskylä lentoasema","2024","4","19","05:00","-","0","-","-","-","-","76","-6","-4.7","-5.5"
"Jyväskylä lentoasema","2024","4","19","06:00","-","0","-","-","-","-","68","-5.2","-4.1","-4.6"
"Jyväskylä lentoasema","2024","4","19","07:00","-","0","-","-","-","-","65","-4.7","-4.1","-4.4"
"Jyväskylä lentoasema","2024","4","19","08:00","-","0","-","-","-","-","66","-4.7","-4.2","-4.6"
"Jyväskylä lentoasema","2024","4","19","09:00","-","0","-","-","-","-","63","-4.6","-3.6","-4"
"Jyväskylä lentoasema","2024","4","19","10:00","-","0","-","-","-","-","60","-3.8","-1.8","-3.1"
"Jyväskylä lentoasema","2024","4","19","11:00","-","0","-","-","-","-","57","-3.1","-1.9","-2.6"
"Jyväskylä lentoasema","2024","4","19","12:00","-","0","-","-","-","-","59","-3.4","-2.7","-3.1"
"Jyväskylä lentoasema","2024","4","19","13:00","-","0","-","-","-","-","60","-3.4","-2.7","-3.1"
"Jyväskylä lentoasema","2024","4","19","14:00","-","0","-","-","-","-","60","-3.2","-2.3","-2.8"
"Jyväskylä lentoasema","2024","4","19","15:00","-","0","-","-","-","-","59","-2.6","-2.2","-2.4"
"Jyväskylä lentoasema","2024","4","19","16:00","-","0","-","-","-","-","58","-2.4","-2.1","-2.2"
"Jyväskylä lentoasema","2024","4","19","17:00","-","0","-","-","-","-","59","-2.6","-2.3","-2.4"
"Jyväskylä lentoasema","2024","4","19","18:00","-","0","-","-","-","-","61","-2.8","-2.5","-2.7"
"Jyväskylä lentoasema","2024","4","19","19:00","-","0","-","-","-","-","70","-3.4","-2.8","-3.2"
"Jyväskylä lentoasema","2024","4","19","20:00","-","0","-","-","-","-","67","-4","-2.9","-3.2"
"Jyväskylä lentoasema","2024","4","19","21:00","-","0.3","-","-","-","-","87","-4.9","-4.1","-4.7"
"Jyväskylä lentoasema","2024","4","19","22:00","-","0.3","-","-","-","-","89","-5.1","-4.9","-5"
"Jyväskylä lentoasema","2024","4","19","23:00","-","0.3","-","-","-","-","88","-5.8","-5.1","-5.5"
"Jyväskylä lentoasema","2024","4","20","00:00","-","0.4","-","-","-","-","88","-6.2","-5.7","-5.9"
"Jyväskylä lentoasema","2024","4","20","01:00","-","0.1","-","-","-","-","87","-6.3","-6.1","-6.2"
"Jyväskylä lentoasema","2024","4","20","02:00","-","0","-","-","-","-","84","-7","-6.3","-6.7"
"Jyväskylä lentoasema","2024","4","20","03:00","-","0.2","-","-","-","-","88","-7.2","-7","-7.1"
"Jyväskylä lentoasema","2024","4","20","04:00","-","0","-","-","-","-","87","-7.2","-7.1","-7.2"
"Jyväskylä lentoasema","2024","4","20","05:00","-","0.1","-","-","-","-","87","-7.3","-7.1","-7.2"
"Jyväskylä lentoasema","2024","4","20","06:00","-","0","-","-","-","-","82","-7.2","-6.8","-7"
"Jyväskylä lentoasema","2024","4","20","07:00","-","0","-","-","-","-","77","-6.8","-6.3","-6.6"
"Jyväskylä lentoasema","2024","4","20","08:00","-","0","-","-","-","-","80","-6.8","-6.2","-6.5"
"Jyväskylä lentoasema","2024","4","20","09:00","-","0","-","-","-","-","83","-6.6","-6.3","-6.4"
"Jyväskylä lentoasema","2024","4","20","10:00","-","0","-","-","-","-","81","-6.4","-5.7","-6"
"Jyväskylä lentoasema","2024","4","20","11:00","-","0","-","-","-","-","79","-6.1","-5.7","-5.8"
"Jyväskylä lentoasema","2024","4","20","12:00","-","0.2","-","-","-","-","80","-6.2","-5.7","-5.9"
"Jyväskylä lentoasema","2024","4","20","13:00","-","0.1","-","-","-","-","81","-5.9","-5.3","-5.6"
"Jyväskylä lentoasema","2024","4","20","14:00","-","0.1","-","-","-","-","77","-5.6","-5.1","-5.3"
"Jyväskylä lentoasema","2024","4","20","15:00","-","0","-","-","-","-","78","-5.4","-5.1","-5.3"
"Jyväskylä lentoasema","2024","4","20","16:00","-","0","-","-","-","-","82","-5.4","-5.1","-5.3"
"Jyväskylä lentoasema","2024","4","20","17:00","-","0.1","-","-","-","-","85","-5.7","-5.1","-5.5"
"Jyväskylä lentoasema","2024","4","20","18:00","-","0","-","-","-","-","88","-5.8","-5.7","-5.8"
"Jyväskylä lentoasema","2024","4","20","19:00","-","0.1","-","-","-","-","89","-6.1","-5.8","-6"
"Jyväskylä lentoasema","2024","4","20","20:00","-","0.1","-","-","-","-","91","-6.4","-6","-6.1"
"Jyväskylä lentoasema","2024","4","20","21:00","-","0","-","-","-","-","91","-6.8","-6.2","-6.4"
"Jyväskylä lentoasema","2024","4","20","22:00","-","0","-","-","-","-","91","-7.5","-6.5","-6.8"
"Jyväskylä lentoasema","2024","4","20","23:00","-","0","-","-","-","-","92","-8.1","-7","-7.8"
"Jyväskylä lentoasema","2024","4","21","00:00","-","0","-","-","-","-","93","-8.5","-7.4","-7.8"
"Jyväskylä lentoasema","2024","4","21","01:00","-","0","-","-","-","-","93","-8.6","-8","-8.2"
"Jyväskylä lentoasema","2024","4","21","02:00","-","0","-","-","-","-","93","-9.4","-8.1","-8.8"
"Jyväskylä lentoasema","2024","4","21","03:00","-","0","-","-","-","-","93","-9.7","-8.5","-8.9"
"Jyväskylä lentoasema","2024","4","21","04:00","-","0","-","-","-","-","92","-9.4","-8.8","-9.1"
"Jyväskylä lentoasema","2024","4","21","05:00","-","0","-","-","-","-","88","-8.9","-7.7","-8.4"
"Jyväskylä lentoasema","2024","4","21","06:00","-","0","-","-","-","-","86","-8.6","-6.2","-6.9"
"Jyväskylä lentoasema","2024","4","21","07:00","-","0","-","-","-","-","81","-6.3","-5.3","-5.7"
"Jyväskylä lentoasema","2024","4","21","08:00","-","0","-","-","-","-","75","-5.3","-4.3","-4.7"
"Jyväskylä lentoasema","2024","4","21","09:00","-","0","-","-","-","-","72","-4.7","-4.4","-4.6"
"Jyväskylä lentoasema","2024","4","21","10:00","-","0","-","-","-","-","64","-4.4","-3.3","-3.8"
"Jyväskylä lentoasema","2024","4","21","11:00","-","0","-","-","-","-","66","-3.8","-2.9","-3.6"
"Jyväskylä lentoasema","2024","4","21","12:00","-","0","-","-","-","-","65","-3.6","-3","-3.3"
"Jyväskylä lentoasema","2024","4","21","13:00","-","0","-","-","-","-","63","-3.2","-2.9","-3"
"Jyväskylä lentoasema","2024","4","21","14:00","-","0","-","-","-","-","67","-3.2","-2.8","-3"
"Jyväskylä lentoasema","2024","4","21","15:00","-","0","-","-","-","-","64","-3.2","-2.1","-2.7"
"Jyväskylä lentoasema","2024","4","21","16:00","-","0","-","-","-","-","64","-3","-2.4","-2.8"
"Jyväskylä lentoasema","2024","4","21","17:00","-","0","-","-","-","-","64","-3.7","-2.5","-3"
"Jyväskylä lentoasema","2024","4","21","18:00","-","0","-","-","-","-","70","-5.4","-3.8","-4.6"
"Jyväskylä lentoasema","2024","4","21","19:00","-","0","-","-","-","-","71","-6.3","-4.3","-5"
"Jyväskylä lentoasema","2024","4","21","20:00","-","0","-","-","-","-","77","-6.9","-5.7","-6.5"
"Jyväskylä lentoasema","2024","4","21","21:00","-","0","-","-","-","-","83","-8.1","-6.5","-7.2"
"Jyväskylä lentoasema","2024","4","21","22:00","-","0","-","-","-","-","86","-8.6","-7.9","-8.2"
"Jyväskylä lentoasema","2024","4","21","23:00","-","0","-","-","-","-","86","-9.2","-7.8","-8.6"
"Jyväskylä lentoasema","2024","4","22","00:00","-","0","-","-","-","-","88","-10.2","-9.2","-9.8"
"Jyväskylä lentoasema","2024","4","22","01:00","-","0","-","-","-","-","89","-10.5","-9.1","-9.7"
"Jyväskylä lentoasema","2024","4","22","02:00","-","0","-","-","-","-","90","-10.3","-9","-9.8"
"Jyväskylä lentoasema","2024","4","22","03:00","-","0","-","-","-","-","90","-9.3","-8.7","-9"
"Jyväskylä lentoasema","2024","4","22","04:00","-","0","-","-","-","-","89","-9.1","-7.6","-8.5"
"Jyväskylä lentoasema","2024","4","22","05:00","-","0","-","-","-","-","86","-7.7","-6.3","-7"
"Jyväskylä lentoasema","2024","4","22","06:00","-","0","-","-","-","-","80","-6.3","-4.3","-5.2"
"Jyväskylä lentoasema","2024","4","22","07:00","-","0","-","-","-","-","72","-4.2","-2.3","-3.3"
"Jyväskylä lentoasema","2024","4","22","08:00","-","0","-","-","-","-","70","-2.4","-2","-2.2"
"Jyväskylä lentoasema","2024","4","22","09:00","-","0","-","-","-","-","68","-2.2","-0.8","-1.7"
"Jyväskylä lentoasema","2024","4","22","10:00","-","0","-","-","-","-","64","-1","-0.7","-0.8"
"Jyväskylä lentoasema","2024","4","22","11:00","-","0","-","-","-","-","64","-0.8","-0.4","-0.6"
"Jyväskylä lentoasema","2024","4","22","12:00","-","0","-","-","-","-","66","-0.5","-0.3","-0.4"
"Jyväskylä lentoasema","2024","4","22","13:00","-","0","-","-","-","-","75","-1.6","-0.5","-1"
"Jyväskylä lentoasema","2024","4","22","14:00","-","0","-","-","-","-","84","-2.5","-1.6","-2.1"
"Jyväskylä lentoasema","2024","4","22","15:00","-","0.2","-","-","-","-","88","-2.8","-2.5","-2.6"
"Jyväskylä lentoasema","2024","4","22","16:00","-","0.2","-","-","-","-","90","-3.2","-2.8","-3"
"Jyväskylä lentoasema","2024","4","22","17:00","-","0","-","-","-","-","89","-3.3","-3.1","-3.2"
"Jyväskylä lentoasema","2024","4","22","18:00","-","0","-","-","-","-","88","-3.4","-3.3","-3.3"
"Jyväskylä lentoasema","2024","4","22","19:00","-","0","-","-","-","-","88","-3.4","-3.3","-3.4"
"Jyväskylä lentoasema","2024","4","22","20:00","-","0","-","-","-","-","90","-3.5","-3.4","-3.4"
"Jyväskylä lentoasema","2024","4","22","21:00","-","0","-","-","-","-","92","-3.5","-3.4","-3.5"
"Jyväskylä lentoasema","2024","4","22","22:00","-","0.3","-","-","-","-","91","-3.5","-3","-3.3"
"Jyväskylä lentoasema","2024","4","22","23:00","-","0.9","-","-","-","-","92","-3.6","-3.3","-3.5"
"Jyväskylä lentoasema","2024","4","23","00:00","-","0.1","-","-","-","-","92","-3.7","-3.6","-3.6"
"Jyväskylä lentoasema","2024","4","23","01:00","-","0.4","-","-","-","-","93","-3.7","-3.6","-3.7"
"Jyväskylä lentoasema","2024","4","23","02:00","-","0","-","-","-","-","94","-3.7","-3.5","-3.6"
"Jyväskylä lentoasema","2024","4","23","03:00","-","0","-","-","-","-","95","-3.6","-3.4","-3.5"
"Jyväskylä lentoasema","2024","4","23","04:00","-","0","-","-","-","-","96","-3.5","-3.3","-3.4"
"Jyväskylä lentoasema","2024","4","23","05:00","-","0","-","-","-","-","97","-3.3","-2.8","-3.1"
"Jyväskylä lentoasema","2024","4","23","06:00","-","0","-","-","-","-","97","-2.9","-2.5","-2.8"
"Jyväskylä lentoasema","2024","4","23","07:00","-","0","-","-","-","-","96","-2.5","-2","-2.3"
"Jyväskylä lentoasema","2024","4","23","08:00","-","0.1","-","-","-","-","96","-2","-1.2","-1.6"
"Jyväskylä lentoasema","2024","4","23","09:00","-","0","-","-","-","-","95","-1.3","-0.9","-1.2"
"Jyväskylä lentoasema","2024","4","23","10:00","-","0","-","-","-","-","95","-1.1","-0.9","-1"
"Jyväskylä lentoasema","2024","4","23","11:00","-","0.6","-","-","-","-","96","-0.9","-0.3","-0.7"
"Jyväskylä lentoasema","2024","4","23","12:00","-","0.1","-","-","-","-","94","-0.4","0.3","0"
"Jyväskylä lentoasema","2024","4","23","13:00","-","0.4","-","-","-","-","95","0","0.8","0.3"
"Jyväskylä lentoasema","2024","4","23","14:00","-","0.4","-","-","-","-","95","-0.2","0.7","0.1"
"Jyväskylä lentoasema","2024","4","23","15:00","-","0.1","-","-","-","-","95","-0.1","0.4","0.1"
"Jyväskylä lentoasema","2024","4","23","16:00","-","0","-","-","-","-","93","-0.3","0.1","-0.2"
"Jyväskylä lentoasema","2024","4","23","17:00","-","0.7","-","-","-","-","96","-0.8","-0.3","-0.5"
"Jyväskylä lentoasema","2024","4","23","18:00","-","0.2","-","-","-","-","97","-0.9","-0.8","-0.8"
"Jyväskylä lentoasema","2024","4","23","19:00","-","0.1","-","-","-","-","97","-1","-0.8","-0.9"
"Jyväskylä lentoasema","2024","4","23","20:00","-","0","-","-","-","-","96","-1.2","-1","-1"
"Jyväskylä lentoasema","2024","4","23","21:00","-","0","-","-","-","-","97","-1.2","-1.1","-1.2"
"Jyväskylä lentoasema","2024","4","23","22:00","-","0","-","-","-","-","96","-1.3","-1.2","-1.2"
"Jyväskylä lentoasema","2024","4","23","23:00","-","0","-","-","-","-","96","-1.5","-1.3","-1.4"
"Jyväskylä lentoasema","2024","4","24","00:00","-","0","-","-","-","-","94","-1.8","-1.5","-1.6"
"Jyväskylä lentoasema","2024","4","24","01:00","-","0","-","-","-","-","94","-2","-1.8","-1.9"
"Jyväskylä lentoasema","2024","4","24","02:00","-","0","-","-","-","-","94","-2.3","-2","-2.2"
"Jyväskylä lentoasema","2024","4","24","03:00","-","0","-","-","-","-","93","-2.5","-2.3","-2.4"
"Jyväskylä lentoasema","2024","4","24","04:00","-","0","-","-","-","-","93","-2.6","-2.4","-2.5"
"Jyväskylä lentoasema","2024","4","24","05:00","-","0","-","-","-","-","93","-2.4","-2.1","-2.3"
"Jyväskylä lentoasema","2024","4","24","06:00","-","0","-","-","-","-","90","-2.2","-1.7","-1.9"
"Jyväskylä lentoasema","2024","4","24","07:00","-","0","-","-","-","-","91","-1.9","-1.6","-1.8"
"Jyväskylä lentoasema","2024","4","24","08:00","-","0","-","-","-","-","90","-1.6","-0.4","-1.1"
"Jyväskylä lentoasema","2024","4","24","09:00","-","0","-","-","-","-","85","-0.6","0.1","-0.3"
"Jyväskylä lentoasema","2024","4","24","10:00","-","0","-","-","-","-","87","-0.4","-0.2","-0.3"
"Jyväskylä lentoasema","2024","4","24","11:00","-","0","-","-","-","-","91","-0.4","0.6","0"
"Jyväskylä lentoasema","2024","4","24","12:00","-","0","-","-","-","-","88","0.4","1.8","1.2"
"Jyväskylä lentoasema","2024","4","24","13:00","-","0","-","-","-","-","87","1.7","2.3","2.1"
"Jyväskylä lentoasema","2024","4","24","14:00","-","0","-","-","-","-","85","2.2","2.9","2.5"
"Jyväskylä lentoasema","2024","4","24","15:00","-","0","-","-","-","-","80","2.8","3.2","3"
"Jyväskylä lentoasema","2024","4","24","16:00","-","0","-","-","-","-","76","3.1","3.3","3.2"
"Jyväskylä lentoasema","2024","4","24","17:00","-","0","-","-","-","-","75","2.4","3.2","2.8"
"Jyväskylä lentoasema","2024","4","24","18:00","-","0","-","-","-","-","80","1.8","2.5","2.2"
"Jyväskylä lentoasema","2024","4","24","19:00","-","0","-","-","-","-","90","-0.9","1.9","0.2"
"Jyväskylä lentoasema","2024","4","24","20:00","-","0","-","-","-","-","97","-1.8","-1","-1.4"
"Jyväskylä lentoasema","2024","4","24","21:00","-","0","-","-","-","-","97","-2.6","-1.6","-2"
"Jyväskylä lentoasema","2024","4","24","22:00","-","0","-","-","-","-","98","-3.4","-2.5","-2.9"
"Jyväskylä lentoasema","2024","4","24","23:00","-","0","-","-","-","-","98","-4.5","-2.7","-3.7"
"Jyväskylä lentoasema","2024","4","25","00:00","-","0","-","-","-","-","99","-5.1","-4.3","-4.8"
"Jyväskylä lentoasema","2024","4","25","01:00","-","0","-","-","-","-","99","-5.6","-4.8","-5.4"
"Jyväskylä lentoasema","2024","4","25","02:00","-","0","-","-","-","-","97","-5.8","-5.3","-5.4"
"Jyväskylä lentoasema","2024","4","25","03:00","-","0","-","-","-","-","97","-6.4","-3.6","-4.7"
"Jyväskylä lentoasema","2024","4","25","04:00","-","0","-","-","-","-","97","-5.2","-2.4","-3.6"
"Jyväskylä lentoasema","2024","4","25","05:00","-","0","-","-","-","-","96","-2.4","-0.8","-1.7"
"Jyväskylä lentoasema","2024","4","25","06:00","-","0","-","-","-","-","86","-0.6","0.7","0.3"
"Jyväskylä lentoasema","2024","4","25","07:00","-","0","-","-","-","-","78","0.7","1.7","1.2"
"Jyväskylä lentoasema","2024","4","25","08:00","-","0","-","-","-","-","74","1.7","2.7","2.2"
"Jyväskylä lentoasema","2024","4","25","09:00","-","0","-","-","-","-","67","2.6","3.4","3.1"
"Jyväskylä lentoasema","2024","4","25","10:00","-","0","-","-","-","-","65","3.1","3.7","3.3"
"Jyväskylä lentoasema","2024","4","25","11:00","-","0","-","-","-","-","62","3.5","3.9","3.7"
"Jyväskylä lentoasema","2024","4","25","12:00","-","0","-","-","-","-","71","2.2","3.8","2.9"
"Jyväskylä lentoasema","2024","4","25","13:00","-","0","-","-","-","-","78","2","2.7","2.3"
"Jyväskylä lentoasema","2024","4","25","14:00","-","0","-","-","-","-","79","1.9","2.5","2.2"
"Jyväskylä lentoasema","2024","4","25","15:00","-","0","-","-","-","-","73","2.5","3.2","2.9"
"Jyväskylä lentoasema","2024","4","25","16:00","-","0","-","-","-","-","77","1.4","2.9","2.4"
"Jyväskylä lentoasema","2024","4","25","17:00","-","0.6","-","-","-","-","94","0.6","1.5","0.9"
"Jyväskylä lentoasema","2024","4","25","18:00","-","0.3","-","-","-","-","96","0.6","0.8","0.7"
"Jyväskylä lentoasema","2024","4","25","19:00","-","0.1","-","-","-","-","96","0.5","0.7","0.6"
"Jyväskylä lentoasema","2024","4","25","20:00","-","0","-","-","-","-","95","0.6","0.7","0.7"
"Jyväskylä lentoasema","2024","4","25","21:00","-","0.1","-","-","-","-","95","0.7","0.9","0.8"
"Jyväskylä lentoasema","2024","4","25","22:00","-","0","-","-","-","-","95","0.7","0.9","0.8"
"Jyväskylä lentoasema","2024","4","25","23:00","-","0","-","-","-","-","95","0.7","0.9","0.8"
"Jyväskylä lentoasema","2024","4","26","00:00","-","0","-","-","-","-","96","0.6","0.7","0.7"
"Jyväskylä lentoasema","2024","4","26","01:00","-","0","-","-","-","-","97","0.4","0.7","0.6"
"Jyväskylä lentoasema","2024","4","26","02:00","-","0.1","-","-","-","-","98","0.2","0.4","0.3"
"Jyväskylä lentoasema","2024","4","26","03:00","-","0.2","-","-","-","-","99","0.1","0.2","0.2"
"Jyväskylä lentoasema","2024","4","26","04:00","-","0.1","-","-","-","-","99","0.1","0.3","0.2"
"Jyväskylä lentoasema","2024","4","26","05:00","-","0.2","-","-","-","-","99","0.2","0.4","0.3"
"Jyväskylä lentoasema","2024","4","26","06:00","-","0.1","-","-","-","-","99","0.4","1.2","0.8"
"Jyväskylä lentoasema","2024","4","26","07:00","-","0","-","-","-","-","96","1.2","1.5","1.4"
"Jyväskylä lentoasema","2024","4","26","08:00","-","0","-","-","-","-","96","1.4","1.8","1.6"
"Jyväskylä lentoasema","2024","4","26","09:00","-","0","-","-","-","-","94","1.7","2.3","1.9"
"Jyväskylä lentoasema","2024","4","26","10:00","-","0","-","-","-","-","91","2.3","2.8","2.5"
"Jyväskylä lentoasema","2024","4","26","11:00","-","0","-","-","-","-","93","2.2","3.2","2.5"
"Jyväskylä lentoasema","2024","4","26","12:00","-","0","-","-","-","-","89","2.8","3.4","3"
"Jyväskylä lentoasema","2024","4","26","13:00","-","0","-","-","-","-","86","3.2","4","3.6"
"Jyväskylä lentoasema","2024","4","26","14:00","-","0","-","-","-","-","86","3.3","4","3.6"
"Jyväskylä lentoasema","2024","4","26","15:00","-","0","-","-","-","-","86","3.5","3.8","3.6"
"Jyväskylä lentoasema","2024","4","26","16:00","-","0","-","-","-","-","85","3.5","4.1","3.8"
"Jyväskylä lentoasema","2024","4","26","17:00","-","0","-","-","-","-","88","3.2","3.8","3.3"
"Jyväskylä lentoasema","2024","4","26","18:00","-","0","-","-","-","-","89","2.5","3.3","2.9"
"Jyväskylä lentoasema","2024","4","26","19:00","-","0.1","-","-","-","-","94","1.5","2.6","2"
"Jyväskylä lentoasema","2024","4","26","20:00","-","0","-","-","-","-","98","1.3","1.6","1.4"
"Jyväskylä lentoasema","2024","4","26","21:00","-","0","-","-","-","-","98","1.2","1.9","1.4"
"Jyväskylä lentoasema","2024","4","26","22:00","-","0","-","-","-","-","98","1.4","2","1.7"
"Jyväskylä lentoasema","2024","4","26","23:00","-","0","-","-","-","-","97","1.3","1.9","1.5"
"Jyväskylä lentoasema","2024","4","27","00:00","-","0","-","-","-","-","98","0.8","1.4","1.1"
"Jyväskylä lentoasema","2024","4","27","01:00","-","0","-","-","-","-","99","0.5","0.9","0.7"
"Jyväskylä lentoasema","2024","4","27","02:00","-","0","-","-","-","-","98","0.2","0.6","0.4"
"Jyväskylä lentoasema","2024","4","27","03:00","-","0","-","-","-","-","98","0.2","0.9","0.3"
"Jyväskylä lentoasema","2024","4","27","04:00","-","0","-","-","-","-","94","0.8","1.4","1.1"
"Jyväskylä lentoasema","2024","4","27","05:00","-","0","-","-","-","-","92","1.3","2.1","1.8"
"Jyväskylä lentoasema","2024","4","27","06:00","-","0","-","-","-","-","90","2.1","2.7","2.4"
"Jyväskylä lentoasema","2024","4","27","07:00","-","0","-","-","-","-","84","2.6","3.5","3.1"
"Jyväskylä lentoasema","2024","4","27","08:00","-","0","-","-","-","-","76","3.3","4.6","3.7"
"Jyväskylä lentoasema","2024","4","27","09:00","-","0","-","-","-","-","72","3.9","4.6","4.3"
"Jyväskylä lentoasema","2024","4","27","10:00","-","0","-","-","-","-","74","4","5","4.4"
"Jyväskylä lentoasema","2024","4","27","11:00","-","0","-","-","-","-","71","4.3","6.7","5.4"
