"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Ilmanpaineen keskiarvo [hPa]","Tunnin sademäärä [mm]","Kovin puuska [m/s]","Tuulen suunnan keskiarvo [°]","Kovin keskituulen nopeus [m/s]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Alin lämpötila [°C]","Ylin lämpötila [°C]","Lämpötilan keskiarvo [°C]"
"Jyväskylä lentoasema AWOS","2024","4","15","08:00","993.4","-","8.7","335","5.9","5.4","76","4.7","5.5","5.1"
"Jyväskylä lentoasema AWOS","2024","4","15","09:00","994.1","-","8.1","328","6.2","5.8","77","4.8","5.7","5.2"
"Jyväskylä lentoasema AWOS","2024","4","15","10:00","994.9","-","8.2","338","6.1","5.6","80","4.3","5.4","4.8"
"Jyväskylä lentoasema AWOS","2024","4","15","11:00","995.5","-","9.6","337","6.8","5.9","72","4.9","7","5.6"
"Jyväskylä lentoasema AWOS","2024","4","15","12:00","995.7","-","11.8","342","8.5","6.9","65","6.3","7.5","6.7"
"Jyväskylä lentoasema AWOS","2024","4","15","13:00","996.2","-","9.2","344","7.1","5.8","65","6.2","6.9","6.5"
"Jyväskylä lentoasema AWOS","2024","4","15","14:00","996.6","-","8.6","338","5.9","5.1","66","5.7","6.4","6.1"
"Jyväskylä lentoasema AWOS","2024","4","15","15:00","997.2","-","8.5","340","5.6","5.3","67","5.3","6.2","5.8"
"Jyväskylä lentoasema AWOS","2024","4","15","16:00","997.7","-","8.9","340","6.5","5.7","73","4.5","5.4","4.9"
"Jyväskylä lentoasema AWOS","2024","4","15","17:00","998","-","6.4","346","5.3","3.7","79","3.9","4.6","4.2"
"Jyväskylä lentoasema AWOS","2024","4","15","18:00","998.2","-","7.4","343","4.8","4.1","83","3.5","3.9","3.6"
"Jyväskylä lentoasema AWOS","2024","4","15","19:00","998.4","-","5.7","332","4.4","3.7","86","3.3","3.6","3.4"
"Jyväskylä lentoasema AWOS","2024","4","15","20:00","998.5","-","5.4","331","4","3.4","88","3.1","3.4","3.2"
"Jyväskylä lentoasema AWOS","2024","4","15","21:00","998.6","-","4.3","340","3","2.9","90","3","3.1","3"
"Jyväskylä lentoasema AWOS","2024","4","15","22:00","998.5","-","4.4","337","3.1","2.8","93","2.6","2.9","2.7"
"Jyväskylä lentoasema AWOS","2024","4","15","23:00","998.7","-","4","327","3","2.4","93","2.6","2.8","2.7"
"Jyväskylä lentoasema AWOS","2024","4","16","00:00","998.6","-","3.5","310","2.5","1.9","89","2.4","3","2.6"
"Jyväskylä lentoasema AWOS","2024","4","16","01:00","998.5","-","4.3","317","3.1","2.7","92","2.2","2.6","2.4"
"Jyväskylä lentoasema AWOS","2024","4","16","02:00","998.4","-","4.5","325","3.3","2.9","92","2.1","2.3","2.2"
"Jyväskylä lentoasema AWOS","2024","4","16","03:00","998.4","-","4.7","332","3.5","3.1","90","1.4","2.3","2"
"Jyväskylä lentoasema AWOS","2024","4","16","04:00","998.4","-","4.9","327","3.4","3.2","91","1.2","1.7","1.5"
"Jyväskylä lentoasema AWOS","2024","4","16","05:00","998.5","-","5.1","335","3.3","3","89","1.8","2.2","2"
"Jyväskylä lentoasema AWOS","2024","4","16","06:00","998.5","-","5.8","341","3.8","3.4","88","2","2.3","2.2"
"Jyväskylä lentoasema AWOS","2024","4","16","07:00","998.5","-","5.5","342","4","3.5","86","2.1","3","2.5"
"Jyväskylä lentoasema AWOS","2024","4","16","08:00","998.5","-","5.4","4","3.5","3","80","2.8","4.1","3.5"
"Jyväskylä lentoasema AWOS","2024","4","16","09:00","998.8","-","5.1","348","3.7","3.2","72","4","5","4.5"
"Jyväskylä lentoasema AWOS","2024","4","16","10:00","998.9","-","7.5","318","4.6","3.8","69","4.6","5.9","5.1"
"Jyväskylä lentoasema AWOS","2024","4","16","11:00","999.1","-","6.4","328","5","4.4","70","4.7","5.6","5.1"
"Jyväskylä lentoasema AWOS","2024","4","16","12:00","999.5","-","7.5","359","5","4.1","72","4.4","6.5","5.2"
"Jyväskylä lentoasema AWOS","2024","4","16","13:00","999.7","-","6.5","12","4.8","3.8","79","3.7","5.6","4.7"
"Jyväskylä lentoasema AWOS","2024","4","16","14:00","999.8","-","7.1","6","5.1","4.1","74","4.3","5.5","4.7"
"Jyväskylä lentoasema AWOS","2024","4","16","15:00","1000","-","5.7","15","4.1","3.6","79","3.9","4.6","4.3"
"Jyväskylä lentoasema AWOS","2024","4","16","16:00","1000","-","5.8","6","3.8","3.2","78","4.1","4.5","4.3"
"Jyväskylä lentoasema AWOS","2024","4","16","17:00","1000.3","-","4.4","358","3.2","2.8","77","4.1","4.5","4.3"
"Jyväskylä lentoasema AWOS","2024","4","16","18:00","1000.7","-","3.9","358","2.9","2.4","79","3.6","4.1","3.9"
"Jyväskylä lentoasema AWOS","2024","4","16","19:00","1001","-","4.1","13","3.2","2.4","85","2.9","3.6","3.3"
"Jyväskylä lentoasema AWOS","2024","4","16","20:00","1001.3","-","5.7","36","4.1","3.4","92","1.9","2.8","2.4"
"Jyväskylä lentoasema AWOS","2024","4","16","21:00","1001.5","-","4.9","38","3.3","2.9","92","1.4","1.9","1.7"
"Jyväskylä lentoasema AWOS","2024","4","16","22:00","1001.7","-","4.7","23","3.3","2.7","92","0.8","1.4","1.1"
"Jyväskylä lentoasema AWOS","2024","4","16","23:00","1001.9","-","4.4","22","2.9","2.3","92","0.7","0.9","0.8"
"Jyväskylä lentoasema AWOS","2024","4","17","00:00","1002.2","-","5.3","26","3.4","2.6","89","0.4","0.8","0.6"
"Jyväskylä lentoasema AWOS","2024","4","17","01:00","1002.5","-","5.6","32","3.4","3","89","-0.1","0.4","0.1"
"Jyväskylä lentoasema AWOS","2024","4","17","02:00","1002.7","-","5.9","38","3.6","3","86","-0.4","-0.1","-0.2"
"Jyväskylä lentoasema AWOS","2024","4","17","03:00","1003.1","-","6.3","43","4.1","3.7","88","-1.2","-0.4","-0.8"
"Jyväskylä lentoasema AWOS","2024","4","17","04:00","1003.6","-","6.5","45","4.4","3.8","88","-1.5","-1.1","-1.3"
"Jyväskylä lentoasema AWOS","2024","4","17","05:00","1004.1","-","6.9","46","4.9","4.3","89","-1.9","-1.4","-1.7"
"Jyväskylä lentoasema AWOS","2024","4","17","06:00","1004.6","-","6.5","41","4.4","3.9","85","-2.1","-1.7","-1.9"
"Jyväskylä lentoasema AWOS","2024","4","17","07:00","1005","-","7.6","51","5.3","4.6","82","-2.3","-1.7","-2"
"Jyväskylä lentoasema AWOS","2024","4","17","08:00","1005.6","-","8","51","5.7","4.7","74","-2.4","-1.4","-2"
"Jyväskylä lentoasema AWOS","2024","4","17","09:00","1006","-","9","56","6.2","5.3","66","-2.4","-0.8","-1.6"
"Jyväskylä lentoasema AWOS","2024","4","17","10:00","1006.4","-","7.2","27","5.2","4.6","67","-1.9","-1","-1.5"
"Jyväskylä lentoasema AWOS","2024","4","17","11:00","1007.1","-","8.2","37","5.7","4.7","65","-1.8","-0.3","-1.4"
"Jyväskylä lentoasema AWOS","2024","4","17","12:00","1007.6","-","7.7","45","5.3","4.9","68","-1.6","-0.8","-1.3"
"Jyväskylä lentoasema AWOS","2024","4","17","13:00","1008.1","-","7.6","47","5.5","4.8","74","-1.8","-0.6","-1.4"
"Jyväskylä lentoasema AWOS","2024","4","17","14:00","1008.7","-","6.6","47","4.8","4.4","74","-1.9","-1.4","-1.6"
"Jyväskylä lentoasema AWOS","2024","4","17","15:00","1009.2","-","6","63","4.2","3.6","75","-1.9","-1.5","-1.7"
"Jyväskylä lentoasema AWOS","2024","4","17","16:00","1009.6","-","4.8","49","3.9","2.9","84","-2.2","-1.8","-2"
"Jyväskylä lentoasema AWOS","2024","4","17","17:00","1009.9","-","3.8","38","2.8","2.4","84","-2.1","-1.9","-2"
"Jyväskylä lentoasema AWOS","2024","4","17","18:00","1010.5","-","2.6","57","2","1.2","85","-2.3","-2","-2.2"
"Jyväskylä lentoasema AWOS","2024","4","17","19:00","1010.9","-","1.1","319","1","0.7","86","-2.8","-2.1","-2.4"
"Jyväskylä lentoasema AWOS","2024","4","17","20:00","1011.3","-","1","240","0.9","0.6","91","-2.9","-2.6","-2.8"
"Jyväskylä lentoasema AWOS","2024","4","17","21:00","1011.7","-","1.6","205","1.2","0.8","90","-2.8","-2.6","-2.7"
"Jyväskylä lentoasema AWOS","2024","4","17","22:00","1012.3","-","2.5","320","1.3","0.7","90","-2.7","-2.5","-2.6"
"Jyväskylä lentoasema AWOS","2024","4","17","23:00","1012.7","-","0.9","23","0.7","0.4","94","-4.1","-2.5","-3.1"
"Jyväskylä lentoasema AWOS","2024","4","18","00:00","1013.2","-","1.2","22","0.9","0.5","97","-4.3","-3.9","-4.1"
"Jyväskylä lentoasema AWOS","2024","4","18","01:00","1013.8","-","1.6","41","1.1","0.6","80","-4.3","-3.7","-4"
"Jyväskylä lentoasema AWOS","2024","4","18","02:00","1014.4","-","2.9","61","1.8","1.3","78","-5.2","-4.2","-4.8"
"Jyväskylä lentoasema AWOS","2024","4","18","03:00","1014.8","-","3","62","2.3","1.9","75","-5.4","-5.1","-5.3"
"Jyväskylä lentoasema AWOS","2024","4","18","04:00","1015.2","-","2.9","50","2.1","1.8","75","-5.6","-5.3","-5.5"
"Jyväskylä lentoasema AWOS","2024","4","18","05:00","1015.6","-","3.6","69","2.6","2","71","-5.4","-4.4","-4.9"
"Jyväskylä lentoasema AWOS","2024","4","18","06:00","1015.7","-","4","66","2.8","2.3","65","-4.5","-3.8","-4.2"
"Jyväskylä lentoasema AWOS","2024","4","18","07:00","1015.8","-","5.1","35","3.3","2.7","61","-4","-2.5","-3.4"
"Jyväskylä lentoasema AWOS","2024","4","18","08:00","1015.9","-","6.7","28","4.6","3.8","56","-3.1","-1.3","-2.2"
"Jyväskylä lentoasema AWOS","2024","4","18","09:00","1016.1","-","7.1","39","5","4.1","51","-2.2","-0.9","-1.6"
"Jyväskylä lentoasema AWOS","2024","4","18","10:00","1016","-","7.4","35","4.7","3.7","49","-1.6","0","-0.8"
"Jyväskylä lentoasema AWOS","2024","4","18","11:00","1016","-","6.5","34","3.9","3.4","46","-1","0.7","0"
"Jyväskylä lentoasema AWOS","2024","4","18","12:00","1016","-","6.6","60","3.9","3.4","45","-0.3","1.3","0.5"
"Jyväskylä lentoasema AWOS","2024","4","18","13:00","1015.8","-","6.4","64","4","3.3","44","0.1","1.7","0.8"
"Jyväskylä lentoasema AWOS","2024","4","18","14:00","1015.7","-","6.8","64","4.2","3.5","43","0.4","1.8","1"
"Jyväskylä lentoasema AWOS","2024","4","18","15:00","1015.8","-","7.2","78","4.5","3.6","43","0.6","1.8","1"
"Jyväskylä lentoasema AWOS","2024","4","18","16:00","1015.9","-","5.8","85","4.3","3.5","43","0.5","1.1","0.8"
"Jyväskylä lentoasema AWOS","2024","4","18","17:00","1015.9","-","5.8","74","3.8","3.3","45","0.1","0.7","0.4"
"Jyväskylä lentoasema AWOS","2024","4","18","18:00","1016.3","-","4.4","68","3.1","2.7","49","-1.3","0.1","-0.5"
"Jyväskylä lentoasema AWOS","2024","4","18","19:00","1016.6","-","3.4","80","2.5","2.2","54","-2","-1.2","-1.6"
"Jyväskylä lentoasema AWOS","2024","4","18","20:00","1016.9","-","4.7","95","3.5","2.2","57","-3.4","-1.9","-2.3"
"Jyväskylä lentoasema AWOS","2024","4","18","21:00","1017","-","3.2","109","3.3","1.9","68","-4.3","-3.2","-3.8"
"Jyväskylä lentoasema AWOS","2024","4","18","22:00","1017.1","-","1.6","126","1.4","0.6","73","-5.1","-4.2","-4.6"
"Jyväskylä lentoasema AWOS","2024","4","18","23:00","1016.9","-","1.2","21","0.9","0.8","76","-6","-4.8","-5.3"
"Jyväskylä lentoasema AWOS","2024","4","19","00:00","1016.4","-","2","5","1.8","1.3","76","-6.5","-5","-5.6"
"Jyväskylä lentoasema AWOS","2024","4","19","01:00","1016.1","-","2.5","25","2","1.9","72","-5.7","-5.2","-5.5"
"Jyväskylä lentoasema AWOS","2024","4","19","02:00","1015.9","-","3.2","41","2.2","2","74","-6.1","-5.6","-5.9"
"Jyväskylä lentoasema AWOS","2024","4","19","03:00","1015.7","-","2.8","27","2","1.8","75","-6.2","-6","-6.1"
"Jyväskylä lentoasema AWOS","2024","4","19","04:00","1015.3","-","4.5","30","3.1","2.5","76","-6.2","-5.8","-5.9"
"Jyväskylä lentoasema AWOS","2024","4","19","05:00","1015.1","-","6.8","61","4.9","4","73","-5.8","-4.7","-5.3"
"Jyväskylä lentoasema AWOS","2024","4","19","06:00","1014.7","-","7.4","69","5.5","4.9","66","-5","-4.4","-4.7"
"Jyväskylä lentoasema AWOS","2024","4","19","07:00","1014.2","-","7.7","60","5.7","5.2","64","-4.6","-4","-4.3"
"Jyväskylä lentoasema AWOS","2024","4","19","08:00","1013.7","-","8.3","50","5.6","5.2","64","-4.7","-4","-4.4"
"Jyväskylä lentoasema AWOS","2024","4","19","09:00","1012.9","-","8.3","46","6","5.1","62","-4.7","-3.4","-4.1"
"Jyväskylä lentoasema AWOS","2024","4","19","10:00","1012.3","-","8.8","46","6.2","5.7","58","-4","-2.3","-3"
"Jyväskylä lentoasema AWOS","2024","4","19","11:00","1011.4","-","10","53","7.2","6.2","56","-3.1","-1.6","-2.6"
"Jyväskylä lentoasema AWOS","2024","4","19","12:00","1010.9","-","10.1","56","7.1","6.2","58","-3.6","-2.5","-3.1"
"Jyväskylä lentoasema AWOS","2024","4","19","13:00","1010.3","-","9.9","32","6.8","6.2","59","-3.3","-2.8","-3.1"
"Jyväskylä lentoasema AWOS","2024","4","19","14:00","1009.9","-","9.3","42","6.7","5.4","58","-3.2","-2","-2.6"
"Jyväskylä lentoasema AWOS","2024","4","19","15:00","1009.3","-","9.1","32","5.7","5.4","57","-2.4","-2","-2.2"
"Jyväskylä lentoasema AWOS","2024","4","19","16:00","1008.4","-","10.4","38","6.6","5.7","57","-2.2","-1.9","-2.1"
"Jyväskylä lentoasema AWOS","2024","4","19","17:00","1007.7","-","10.9","37","6.8","5.8","57","-2.3","-2","-2.2"
"Jyväskylä lentoasema AWOS","2024","4","19","18:00","1007","-","9.6","31","6.8","5.8","59","-2.5","-2.3","-2.4"
"Jyväskylä lentoasema AWOS","2024","4","19","19:00","1006.5","-","10","35","6.8","4.9","68","-3.2","-2.6","-2.9"
"Jyväskylä lentoasema AWOS","2024","4","19","20:00","1005.9","-","9.9","36","6.7","5.6","65","-3.9","-2.7","-3"
"Jyväskylä lentoasema AWOS","2024","4","19","21:00","1005.7","-","9.1","32","6.5","5.1","86","-4.8","-3.9","-4.5"
"Jyväskylä lentoasema AWOS","2024","4","19","22:00","1005.2","-","8.5","17","5.7","5","87","-4.9","-4.8","-4.8"
"Jyväskylä lentoasema AWOS","2024","4","19","23:00","1004.7","-","9.6","16","6.7","5.2","86","-5.6","-4.9","-5.3"
"Jyväskylä lentoasema AWOS","2024","4","20","00:00","1004.5","-","9.5","9","5.6","4.3","86","-6","-5.6","-5.8"
"Jyväskylä lentoasema AWOS","2024","4","20","01:00","1004.4","-","9.7","6","6.1","5","85","-6.2","-6","-6.1"
"Jyväskylä lentoasema AWOS","2024","4","20","02:00","1004.3","-","10.2","4","5.9","5.3","82","-6.8","-6.2","-6.5"
"Jyväskylä lentoasema AWOS","2024","4","20","03:00","1004.1","-","8","354","6.2","4.7","86","-7","-6.8","-6.9"
"Jyväskylä lentoasema AWOS","2024","4","20","04:00","1004.1","-","8.3","356","5.4","4.9","85","-7","-6.9","-7"
"Jyväskylä lentoasema AWOS","2024","4","20","05:00","1004.3","-","7.8","1","5.3","5.1","84","-7.1","-6.9","-7"
"Jyväskylä lentoasema AWOS","2024","4","20","06:00","1004.6","-","7.5","3","5.2","4.9","80","-7","-6.5","-6.8"
"Jyväskylä lentoasema AWOS","2024","4","20","07:00","1005.2","-","8.8","20","5.8","4.7","74","-6.7","-6.1","-6.4"
"Jyväskylä lentoasema AWOS","2024","4","20","08:00","1005.9","-","8.3","1","5.5","4.4","77","-6.5","-6.1","-6.3"
"Jyväskylä lentoasema AWOS","2024","4","20","09:00","1006.9","-","7.5","2","5.3","4.6","80","-6.3","-6","-6.1"
"Jyväskylä lentoasema AWOS","2024","4","20","10:00","1007.9","-","7.1","360","5.3","4.3","78","-6.2","-5.4","-5.8"
"Jyväskylä lentoasema AWOS","2024","4","20","11:00","1009","-","6.6","1","4.9","4.4","77","-6.1","-5.3","-5.6"
"Jyväskylä lentoasema AWOS","2024","4","20","12:00","1010.3","-","5.3","29","4.2","3.3","78","-6","-5.3","-5.7"
"Jyväskylä lentoasema AWOS","2024","4","20","13:00","1011.5","-","4.8","20","3.1","2.5","79","-5.9","-5","-5.4"
"Jyväskylä lentoasema AWOS","2024","4","20","14:00","1012.6","-","5.1","29","3.4","2.6","76","-5.5","-5","-5.2"
"Jyväskylä lentoasema AWOS","2024","4","20","15:00","1013.7","-","5.4","14","3.7","3.1","77","-5.2","-4.8","-5"
"Jyväskylä lentoasema AWOS","2024","4","20","16:00","1014.7","-","5","8","3.5","2.7","78","-5.2","-4.8","-5"
"Jyväskylä lentoasema AWOS","2024","4","20","17:00","1015.7","-","4","6","2.9","2.4","79","-5.4","-5","-5.2"
"Jyväskylä lentoasema AWOS","2024","4","20","18:00","1016.8","-","3.8","354","2.5","2.2","85","-5.6","-5.4","-5.5"
"Jyväskylä lentoasema AWOS","2024","4","20","19:00","1017.8","-","3.1","352","2.5","1.8","87","-5.9","-5.6","-5.7"
"Jyväskylä lentoasema AWOS","2024","4","20","20:00","1018.7","-","3.3","357","1.8","1.4","88","-6","-5.8","-5.9"
"Jyväskylä lentoasema AWOS","2024","4","20","21:00","1019.7","-","3.4","355","2.5","2.1","88","-6.1","-5.9","-6"
"Jyväskylä lentoasema AWOS","2024","4","20","22:00","1020.8","-","2.3","350","1.7","1.6","88","-6.5","-6","-6.3"
"Jyväskylä lentoasema AWOS","2024","4","20","23:00","1021.9","-","3.3","354","2.4","1.9","90","-7.8","-6.5","-6.9"
"Jyväskylä lentoasema AWOS","2024","4","21","00:00","1022.9","-","2.7","340","2.4","1.9","93","-10.1","-7.8","-8.2"
"Jyväskylä lentoasema AWOS","2024","4","21","01:00","1023.7","-","2.5","329","2.4","1.4","93","-10.6","-8.4","-9.4"
"Jyväskylä lentoasema AWOS","2024","4","21","02:00","1024.5","-","2.2","319","1.9","1.5","92","-10.9","-8.9","-9.9"
"Jyväskylä lentoasema AWOS","2024","4","21","03:00","1025.3","-","2.1","344","1.6","1.4","92","-11.1","-9.8","-10.4"
"Jyväskylä lentoasema AWOS","2024","4","21","04:00","1026.1","-","2.1","330","1.7","1.2","92","-11.2","-9.2","-9.9"
"Jyväskylä lentoasema AWOS","2024","4","21","05:00","1027.1","-","3.3","10","2.5","1.8","91","-9.6","-8","-8.9"
"Jyväskylä lentoasema AWOS","2024","4","21","06:00","1027.8","-","4.2","6","3.2","2.8","88","-8.2","-5.9","-6.6"
"Jyväskylä lentoasema AWOS","2024","4","21","07:00","1028.6","-","5","359","3.4","3","78","-6.1","-5.1","-5.5"
"Jyväskylä lentoasema AWOS","2024","4","21","08:00","1029.4","-","5.7","360","4","3.5","69","-5.1","-3.8","-4.4"
"Jyväskylä lentoasema AWOS","2024","4","21","09:00","1030.3","-","6.7","360","4.5","4.1","67","-4.4","-4.1","-4.2"
"Jyväskylä lentoasema AWOS","2024","4","21","10:00","1031","-","5.7","27","4.2","3.3","62","-4.3","-2.8","-3.6"
"Jyväskylä lentoasema AWOS","2024","4","21","11:00","1031.3","-","5.7","41","3.8","2.9","63","-3.6","-2.4","-3.3"
"Jyväskylä lentoasema AWOS","2024","4","21","12:00","1031.6","-","6.3","45","4.2","3","62","-3.3","-2.8","-3"
"Jyväskylä lentoasema AWOS","2024","4","21","13:00","1031.6","-","6.6","40","4.1","3.4","60","-3.1","-2.5","-2.8"
"Jyväskylä lentoasema AWOS","2024","4","21","14:00","1032.1","-","6.1","52","4.3","3.5","66","-3","-2.4","-2.8"
"Jyväskylä lentoasema AWOS","2024","4","21","15:00","1032.1","-","6.1","32","4.4","3.3","60","-2.9","-1.8","-2.4"
"Jyväskylä lentoasema AWOS","2024","4","21","16:00","1032.2","-","5.7","33","4.2","3.6","61","-2.7","-1.8","-2.4"
"Jyväskylä lentoasema AWOS","2024","4","21","17:00","1032.5","-","7","30","4.4","3.3","62","-3","-2.2","-2.7"
"Jyväskylä lentoasema AWOS","2024","4","21","18:00","1032.8","-","2.6","20","1.8","1.5","64","-3.7","-3","-3.3"
"Jyväskylä lentoasema AWOS","2024","4","21","19:00","1033.1","-","4.2","29","2.8","2.3","68","-4.7","-3.7","-4.2"
"Jyväskylä lentoasema AWOS","2024","4","21","20:00","1033.2","-","2.9","5","2.2","2.1","71","-5.2","-4.6","-5"
"Jyväskylä lentoasema AWOS","2024","4","21","21:00","1033.4","-","2.5","355","2.2","1.9","79","-8.8","-5.1","-7.1"
"Jyväskylä lentoasema AWOS","2024","4","21","22:00","1033.1","-","3.4","356","2.7","2.4","80","-8.9","-6.2","-7.4"
"Jyväskylä lentoasema AWOS","2024","4","21","23:00","1032.9","-","4.2","357","3.2","3","80","-8.7","-7","-7.5"
"Jyväskylä lentoasema AWOS","2024","4","22","00:00","1032","-","4","359","3.2","2.8","80","-8","-7.1","-7.6"
"Jyväskylä lentoasema AWOS","2024","4","22","01:00","1031.4","-","4.3","356","3.4","2.9","83","-8.5","-7.8","-8.1"
"Jyväskylä lentoasema AWOS","2024","4","22","02:00","1030.7","-","5.1","353","4","3.7","86","-8.7","-8.2","-8.5"
"Jyväskylä lentoasema AWOS","2024","4","22","03:00","1029.7","-","6.2","354","4.4","4.1","87","-8.8","-8.5","-8.7"
"Jyväskylä lentoasema AWOS","2024","4","22","04:00","1029","-","6.3","359","4.7","4.2","87","-8.7","-7.4","-8.1"
"Jyväskylä lentoasema AWOS","2024","4","22","05:00","1028.1","-","6.8","3","4.8","4.4","83","-7.3","-5.6","-6.3"
"Jyväskylä lentoasema AWOS","2024","4","22","06:00","1027.3","-","8.2","13","5.8","5","77","-5.6","-4","-4.9"
"Jyväskylä lentoasema AWOS","2024","4","22","07:00","1026.3","-","9.1","26","6.6","5.9","70","-4","-2.1","-3.1"
"Jyväskylä lentoasema AWOS","2024","4","22","08:00","1025.1","-","10.5","3","7.5","6.7","65","-2.3","-1.3","-1.7"
"Jyväskylä lentoasema AWOS","2024","4","22","09:00","1023.9","-","11.3","2","8","6.9","63","-1.5","-0.7","-1.1"
"Jyväskylä lentoasema AWOS","2024","4","22","10:00","1023","-","12.4","4","8","6.9","60","-0.8","-0.4","-0.6"
"Jyväskylä lentoasema AWOS","2024","4","22","11:00","1021.7","-","11.6","5","7.8","6.9","58","-0.5","0.2","-0.3"
"Jyväskylä lentoasema AWOS","2024","4","22","12:00","1020.6","-","14","10","9.2","8.2","62","-0.3","0","-0.1"
"Jyväskylä lentoasema AWOS","2024","4","22","13:00","1020","-","13.8","10","9.2","7.7","71","-1.5","-0.2","-0.8"
"Jyväskylä lentoasema AWOS","2024","4","22","14:00","1019.6","-","11.4","6","7.7","6.5","83","-2.2","-1.5","-1.9"
"Jyväskylä lentoasema AWOS","2024","4","22","15:00","1019","-","9.5","1","6.2","5.7","86","-2.6","-1.6","-2.4"
"Jyväskylä lentoasema AWOS","2024","4","22","16:00","1017.8","-","9.8","2","7.2","6.4","88","-2.9","-2.5","-2.7"
"Jyväskylä lentoasema AWOS","2024","4","22","17:00","1016.8","-","10","3","6.9","6.5","87","-3","-2.7","-2.9"
"Jyväskylä lentoasema AWOS","2024","4","22","18:00","1016","-","9.4","3","6.6","6.1","86","-3.1","-2.9","-3"
"Jyväskylä lentoasema AWOS","2024","4","22","19:00","1014.9","-","10.3","360","6.8","6.2","86","-3.2","-3.1","-3.2"
"Jyväskylä lentoasema AWOS","2024","4","22","20:00","1013.8","-","9.8","360","7","6.1","88","-3.3","-3.2","-3.2"
"Jyväskylä lentoasema AWOS","2024","4","22","21:00","1012.9","-","8.5","360","6.1","5.5","90","-3.3","-3.2","-3.3"
"Jyväskylä lentoasema AWOS","2024","4","22","22:00","1011.7","-","9.2","354","6.7","6.1","89","-3.3","-3","-3.2"
"Jyväskylä lentoasema AWOS","2024","4","22","23:00","1010.6","-","7.8","354","5.9","5.4","91","-3.4","-3.1","-3.3"
"Jyväskylä lentoasema AWOS","2024","4","23","00:00","1009.4","-","9.4","351","6","5.5","91","-3.5","-3.4","-3.4"
"Jyväskylä lentoasema AWOS","2024","4","23","01:00","1007.9","-","9.5","348","6.1","4.9","91","-3.5","-3.4","-3.5"
"Jyväskylä lentoasema AWOS","2024","4","23","02:00","1007.1","-","7.7","353","5.3","5","92","-3.5","-3.3","-3.4"
"Jyväskylä lentoasema AWOS","2024","4","23","03:00","1006.1","-","7.7","352","5.2","4.8","94","-3.4","-3.2","-3.3"
"Jyväskylä lentoasema AWOS","2024","4","23","04:00","1005.4","-","8.1","339","4.6","4.1","95","-3.3","-3.1","-3.3"
"Jyväskylä lentoasema AWOS","2024","4","23","05:00","1004.6","-","6.8","332","4.5","4","95","-3.2","-2.7","-3"
"Jyväskylä lentoasema AWOS","2024","4","23","06:00","1004","-","6.1","336","4.6","4.1","95","-2.8","-2.4","-2.7"
"Jyväskylä lentoasema AWOS","2024","4","23","07:00","1003.8","-","5.6","334","4.1","3.8","95","-2.4","-1.9","-2.2"
"Jyväskylä lentoasema AWOS","2024","4","23","08:00","1003.7","-","6.2","333","4.1","3.8","95","-2","-1.2","-1.6"
"Jyväskylä lentoasema AWOS","2024","4","23","09:00","1003.7","-","5.5","332","4.1","3.3","94","-1.3","-0.8","-1.1"
"Jyväskylä lentoasema AWOS","2024","4","23","10:00","1004.1","-","3.5","301","2.7","2.1","94","-1","-0.8","-0.9"
"Jyväskylä lentoasema AWOS","2024","4","23","11:00","1004.7","-","2.1","286","1.6","1.3","95","-0.9","-0.5","-0.7"
"Jyväskylä lentoasema AWOS","2024","4","23","12:00","1005.2","-","2.7","184","1.8","1.2","93","-0.5","0.2","-0.2"
"Jyväskylä lentoasema AWOS","2024","4","23","13:00","1005.6","-","5.1","165","3.3","2.8","94","-0.1","0.4","0.1"
"Jyväskylä lentoasema AWOS","2024","4","23","14:00","1006.3","-","5.8","168","3.8","3.5","95","-0.2","0.3","-0.1"
"Jyväskylä lentoasema AWOS","2024","4","23","15:00","1007","-","6.8","174","4.6","3.9","93","-0.1","0.3","0.1"
"Jyväskylä lentoasema AWOS","2024","4","23","16:00","1007.6","-","5.6","190","3.8","3.1","91","-0.3","0.2","-0.1"
"Jyväskylä lentoasema AWOS","2024","4","23","17:00","1008.2","-","5.7","176","3.7","3.1","95","-0.8","-0.3","-0.5"
"Jyväskylä lentoasema AWOS","2024","4","23","18:00","1008.7","-","4.7","164","3.6","2.9","95","-0.8","-0.7","-0.7"
"Jyväskylä lentoasema AWOS","2024","4","23","19:00","1009.2","-","5","166","3.5","3.1","95","-0.8","-0.7","-0.8"
"Jyväskylä lentoasema AWOS","2024","4","23","20:00","1009.6","-","4.6","167","3.3","3","94","-1","-0.8","-0.9"
"Jyväskylä lentoasema AWOS","2024","4","23","21:00","1010.1","-","4.7","170","3.2","2.8","94","-1.1","-1","-1"
"Jyväskylä lentoasema AWOS","2024","4","23","22:00","1010.7","-","4.7","180","3.2","3","94","-1.1","-1","-1"
"Jyväskylä lentoasema AWOS","2024","4","23","23:00","1011","-","5.4","189","3.3","2.9","93","-1.3","-1.1","-1.2"
"Jyväskylä lentoasema AWOS","2024","4","24","00:00","1011.6","-","5.4","192","3.6","3.3","91","-1.6","-1.3","-1.4"
"Jyväskylä lentoasema AWOS","2024","4","24","01:00","1012","-","5.9","184","3.6","2.8","92","-1.8","-1.5","-1.7"
