"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Keskituulen nopeus [m/s]","Suhteellisen kosteuden keskiarvo [%]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]"
"Jyväskylä lentoasema","2024","5","4","09:00","16.4","17","15.6","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","10:00","16.1","17.1","14.9","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","11:00","15.7","16.8","14.1","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","12:00","15.9","17.1","14.5","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","13:00","15.4","16.1","14.4","-","37","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","14:00","15.7","16.5","14.9","-","32","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","15:00","15.1","15.7","14.3","-","31","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","16:00","14.5","15.1","14","-","31","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","17:00","13.5","14.1","12.8","-","35","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","18:00","11.7","12.8","10.5","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","19:00","9.3","10.5","8.2","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","20:00","7","8.3","5.8","-","59","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","21:00","5.3","6.1","4.1","-","63","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","22:00","4.2","4.8","3.8","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","4","23:00","3.4","3.9","2.9","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","00:00","2.3","3.2","-0.5","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","01:00","0.9","2.3","-1.8","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","02:00","1.4","1.8","0.5","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","03:00","1.4","1.9","0.9","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","04:00","2.3","3","1.8","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","05:00","3.4","3.9","2.9","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","06:00","4","4.7","3.4","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","07:00","4.4","5","4","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","08:00","5.3","6.5","4.9","-","63","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","09:00","5.7","6.9","5.2","-","57","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","10:00","6","6.7","5.3","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","11:00","6.1","7.2","5.4","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","12:00","6.6","7.3","5.8","-","49","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","13:00","6.8","7.8","6.1","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","14:00","6.5","7.9","5.6","-","46","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","15:00","6.3","7.4","5.8","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","16:00","6","6.5","5.6","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","17:00","5.8","6.3","5.4","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","18:00","4.8","5.4","4.1","-","46","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","19:00","3.2","4","2.4","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","20:00","1.5","2.4","0.3","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","21:00","-0.3","0.6","-0.7","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","22:00","-0.9","-0.5","-1.7","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","5","23:00","-1.2","-0.7","-1.8","-","73","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","00:00","-1.5","-0.8","-2","-","73","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","01:00","-2.3","-2","-2.6","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","02:00","-2.9","-2.5","-3.6","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","03:00","-3.2","-2.9","-3.5","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","04:00","-2.1","-1.4","-3.3","-","81","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","05:00","-0.6","0.2","-1.4","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","06:00","1.2","2.4","0.3","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","07:00","2.7","3.3","2.1","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","08:00","3","3.6","2.6","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","09:00","3.4","3.7","3.1","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","10:00","3.4","4","3.1","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","11:00","3.7","4.4","3.2","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","12:00","3.7","4","3.4","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","13:00","3.6","3.9","3.3","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","14:00","3.7","4","3.4","-","42","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","15:00","3.8","4","3.6","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","16:00","3.7","4","3.5","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","17:00","3.4","3.6","3.1","-","42","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","18:00","3","3.2","2.8","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","19:00","2.4","2.8","1.8","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","20:00","1.7","2.1","1.1","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","21:00","1.3","1.8","0.9","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","22:00","1.5","1.7","1.3","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","6","23:00","1.1","1.5","0.7","-","58","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","00:00","0.4","1","-0.4","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","01:00","-0.4","-0.2","-0.6","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","02:00","-1.4","-0.5","-2.3","-","63","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","03:00","-0.6","0","-1.4","-","65","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","04:00","0.4","0.8","0","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","05:00","1","1.4","0.7","-","59","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","06:00","2","2.5","1.3","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","07:00","2.6","3","2.2","-","47","-","-","-","-","-"
"Jyväskylä lentoasema","2024","5","7","08:00","2.9","3.7","2.6","-","46","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","09:00","3.3","3.8","2.6","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","10:00","3.4","3.9","3","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","11:00","3.3","3.6","3","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","12:00","3.7","5.1","3.1","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","13:00","4.6","5.7","3.6","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","14:00","4.5","5.4","3.5","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","15:00","2.7","4.4","0.6","-","61","-","-","-","0.4","-"
"Jyväskylä lentoasema","2024","5","7","16:00","1.8","2.5","0.7","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","17:00","1.1","2.4","0.6","-","73","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","5","7","18:00","0.8","1.3","0.1","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","19:00","-0.7","0","-1.5","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","20:00","-1.9","-1.1","-2.6","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","21:00","-2.7","-2","-3.2","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","22:00","-2.8","-2","-4.1","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","7","23:00","-3.1","-2.5","-3.8","-","65","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","00:00","-3.9","-3.1","-4.2","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","01:00","-4.5","-3.6","-5.5","-","72","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","02:00","-4.6","-4.1","-5.2","-","72","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","03:00","-3.8","-3.2","-4.5","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","04:00","-2.7","-2.1","-3.2","-","72","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","05:00","-1.6","-0.9","-2.2","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","06:00","-0.4","0.4","-1","-","63","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","07:00","0.2","1.3","-0.6","-","57","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","08:00","1.4","2.2","0.7","-","48","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","09:00","2.5","3.3","1.4","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","10:00","3.4","4.7","2.4","-","32","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","11:00","4.3","4.9","3.5","-","32","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","12:00","5.2","5.9","4.2","-","31","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","13:00","5.9","6.4","5.2","-","28","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","14:00","6.6","7.3","5.8","-","28","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","15:00","6.7","7.1","6.3","-","28","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","16:00","6.8","7.3","6.5","-","27","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","17:00","6.4","6.8","6.2","-","27","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","18:00","5.6","6.2","4.6","-","29","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","19:00","3.7","4.6","1.6","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","20:00","0.4","1.9","-1.4","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","21:00","-2.1","-1.5","-2.7","-","64","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","22:00","-3.2","-1.8","-4.8","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","8","23:00","-3.3","-1.8","-5","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","00:00","-4.8","-3.7","-5.9","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","01:00","-4.7","-3.9","-5.4","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","02:00","-3.8","-3.3","-4.3","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","03:00","-3","-2.8","-3.3","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","04:00","-1.9","-1","-2.8","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","05:00","0.5","1.6","-0.9","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","06:00","2.3","3.4","1.5","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","07:00","4.5","5.1","3.5","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","08:00","5.6","6.2","5.2","-","25","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","09:00","6.3","6.8","5.7","-","27","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","10:00","6.7","7.5","6","-","27","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","11:00","7.3","8.4","6.8","-","27","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","12:00","8.5","9.4","7.7","-","26","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","13:00","9.1","9.8","8.4","-","26","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","14:00","9.7","10.4","9.1","-","29","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","15:00","10","10.6","9.6","-","29","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","16:00","10.2","10.8","9.7","-","31","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","17:00","9.5","9.8","9.3","-","38","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","18:00","8.6","9.2","8.1","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","19:00","7.8","8.1","7.4","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","20:00","7.4","7.5","7.2","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","21:00","6.7","7.3","5.7","-","65","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","9","22:00","5","5.7","4.6","-","86","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","5","9","23:00","4.3","4.7","4","-","89","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","00:00","3.7","4","3.5","-","92","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","5","10","01:00","3.4","3.5","3.2","-","95","-","-","-","0.1","-"
"Jyväskylä lentoasema","2024","5","10","02:00","3.2","3.3","3.2","-","97","-","-","-","0.2","-"
"Jyväskylä lentoasema","2024","5","10","03:00","3.4","3.5","3.2","-","97","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","04:00","3.5","3.5","3.4","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","05:00","3.4","3.5","3.3","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","06:00","3.5","3.8","3.4","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","07:00","3.7","3.8","3.5","-","91","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","08:00","4.3","4.9","3.8","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","09:00","5.7","7.7","5","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","10:00","8.4","9.7","7","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","11:00","10","11.1","8.8","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","12:00","10.3","11.4","9.3","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","13:00","10.2","11.3","9.4","-","37","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","14:00","9.6","10.9","8.9","-","37","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","15:00","10.1","11","9.2","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","16:00","8.9","9.7","7.7","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","17:00","6.5","8.3","5.4","-","60","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","18:00","5.4","6.1","4.9","-","63","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","19:00","4","4.9","3","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","20:00","3","3.6","2.6","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","21:00","3.6","3.9","3.2","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","22:00","3.6","4","3","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","10","23:00","3.7","4.3","3","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","00:00","4.4","4.7","4.1","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","01:00","3.6","4.6","3","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","02:00","1.9","3","0.9","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","03:00","1.5","2.2","0.6","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","04:00","3.2","4.1","2.3","-","70","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","05:00","4.6","5.5","4","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","06:00","6","6.9","5.4","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","07:00","7.2","7.9","6.5","-","44","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","08:00","8","9.1","7.2","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","09:00","9.1","10","8.4","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","10:00","9.9","11.1","9.3","-","33","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","11:00","10.9","11.7","10.1","-","31","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","12:00","11.5","12.4","10.7","-","29","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","13:00","12","12.6","11.6","-","27","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","14:00","12.1","12.9","11.4","-","27","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","15:00","11.8","12.4","11.3","-","26","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","16:00","11.3","11.9","10.8","-","27","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","17:00","10.4","11","9.8","-","29","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","18:00","9.2","9.8","8.4","-","33","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","19:00","7","8.4","4.7","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","20:00","4.1","5.3","2.9","-","49","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","21:00","3.7","4.6","3","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","22:00","3.9","4.2","3.5","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","11","23:00","2.4","3.5","-0.4","-","57","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","00:00","0.7","2","-0.9","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","01:00","-0.7","1.6","-2.4","-","71","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","02:00","-2.9","-1.6","-3.9","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","03:00","-1.5","-0.1","-2.8","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","04:00","1.7","3.3","0","-","68","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","05:00","4.9","6.5","3.5","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","06:00","7.2","8","6.6","-","46","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","07:00","8.6","9.7","7.7","-","39","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","08:00","10.1","10.9","9.1","-","36","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","09:00","11.1","11.7","10.4","-","35","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","10:00","12.1","13","11.1","-","32","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","11:00","12.8","13.4","12.4","-","32","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","12:00","12.7","13.1","11.8","-","38","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","13:00","11.8","12.2","11.5","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","14:00","11.5","11.8","11.1","-","54","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","15:00","10.9","11.4","10.7","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","16:00","10.7","10.9","10.5","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","17:00","10.6","10.7","10.5","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","18:00","10.2","10.5","9.7","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","19:00","9","9.6","8.5","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","20:00","8.1","8.5","7.7","-","78","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","21:00","7.6","7.8","7.4","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","22:00","7.2","7.4","7","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","12","23:00","6.9","7.1","6.7","-","80","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","00:00","6.6","6.8","6.1","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","01:00","4.9","6.1","3.3","-","88","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","02:00","3.5","4.5","3.1","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","03:00","4.1","4.6","3.7","-","92","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","04:00","5.8","7","4.6","-","86","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","05:00","8.1","9.1","7","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","06:00","9.8","10.5","9","-","74","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","07:00","12.1","13.1","10.4","-","67","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","08:00","13.7","14.8","13","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","09:00","15.2","16.3","14.3","-","56","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","10:00","16.4","17.4","15.2","-","50","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","11:00","16.9","17.7","16.4","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","12:00","17","17.2","16.7","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","13:00","16.9","17.2","16.6","-","49","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","14:00","16.8","17","16.6","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","15:00","16.7","16.9","16.5","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","16:00","16.3","16.5","16.1","-","53","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","17:00","15.9","16.1","15.6","-","55","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","18:00","15.1","15.6","14.7","-","58","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","19:00","14.3","14.7","13.7","-","61","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","20:00","13","13.7","12","-","67","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","21:00","11.1","12","10.4","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","22:00","10.3","10.7","10","-","79","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","13","23:00","9","9.9","7.5","-","85","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","00:00","6.7","7.4","5.3","-","94","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","01:00","5.2","5.7","4.7","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","02:00","4.3","4.8","3.3","-","98","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","03:00","5.7","8.5","4","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","04:00","9","10","8.3","-","82","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","05:00","11.8","13.3","10","-","73","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","06:00","14.5","15.7","13.2","-","64","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","07:00","16.5","17.8","15.6","-","59","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","08:00","18.3","19.4","17.4","-","52","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","09:00","19","19.7","18.3","-","47","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","10:00","20.3","21","19.6","-","43","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","11:00","21.1","21.7","20.5","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","12:00","21","21.6","20.6","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","13:00","21.3","21.9","20.7","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","14:00","21.5","22.2","21","-","41","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","15:00","21.7","22.8","21.1","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","16:00","21.6","22.2","21.2","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","17:00","21.3","21.9","20.7","-","40","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","18:00","20","20.7","19.4","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","19:00","18.2","19.4","17.2","-","51","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","20:00","16.3","17.3","15.2","-","58","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","21:00","15.1","15.5","14.4","-","66","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","22:00","12.7","14.4","11.7","-","76","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","14","23:00","11.2","11.6","10.6","-","84","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","00:00","10.6","11.5","9.9","-","86","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","01:00","9.7","10.6","8.7","-","90","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","02:00","8.3","8.7","8","-","95","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","03:00","8.7","10.4","8","-","93","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","04:00","11.6","12.3","10.6","-","77","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","05:00","13","13.6","12.3","-","69","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","06:00","14.4","15.6","13.5","-","64","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","07:00","16.5","18","15.6","-","58","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","08:00","19.4","21","18.1","-","49","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","09:00","21.1","22","20.5","-","45","-","-","-","0","-"
"Jyväskylä lentoasema","2024","5","15","10:00","22.9","23.8","21.7","-","39","-","-","-","0","-"
